product_id,product_name,category,price
109,Product_38,Electronics,81.12
54,Product_436,Electronics,49.62
263,Product_202,Food,6.92
483,Product_249,Furniture,24.56
432,Product_147,Electronics,16.94
419,Product_11,Food,68.66
9,Product_266,Electronics,72.03
443,Product_383,Food,83.96
432,Product_157,Food,12.5
289,Product_462,Furniture,40.62
324,Product_383,Furniture,62.11
384,Product_36,Food,32.97
424,Product_305,Food,20.56
139,Product_287,Electronics,53.26
163,Product_328,Electronics,53.76
83,Product_465,Electronics,91.39
346,Product_235,Electronics,79.08
362,Product_364,Furniture,8.18
251,Product_352,Clothing,13.03
179,Product_324,Clothing,26.58
31,Product_308,Clothing,54.77
353,Product_225,Furniture,50.3
442,Product_241,Furniture,59.16
315,Product_48,Food,28.47
385,Product_450,Furniture,96.11
430,Product_298,Clothing,26.39
269,Product_298,Clothing,27.3
405,Product_130,Furniture,46.5
94,Product_124,Food,76.66
272,Product_349,Electronics,91.76
221,Product_483,Food,94.11
152,Product_127,Clothing,87.82
226,Product_115,Electronics,30.04
354,Product_227,Clothing,93.17
93,Product_103,Clothing,62.14
291,Product_498,Food,86.0
365,Product_125,Electronics,87.64
170,Product_82,Clothing,35.47
60,Product_21,Food,73.83
30,Product_189,Clothing,88.12
482,Product_407,Clothing,75.97
298,Product_222,Food,53.4
198,Product_244,Electronics,77.66
401,Product_90,Furniture,12.05
307,Product_412,Electronics,22.8
104,Product_39,Electronics,20.65
456,Product_47,Clothing,19.29
152,Product_452,Furniture,82.73
217,Product_236,Electronics,34.5
341,Product_310,Electronics,83.02
308,Product_351,Clothing,19.3
202,Product_91,Furniture,63.38
138,Product_42,Furniture,20.68
89,Product_301,Clothing,19.64
325,Product_246,Clothing,62.89
378,Product_320,Electronics,32.79
193,Product_330,Furniture,9.07
319,Product_45,Clothing,84.9
224,Product_361,Food,18.08
360,Product_291,Furniture,46.3
426,Product_359,Electronics,39.84
455,Product_400,Food,77.3
8,Product_59,Food,48.23
61,Product_356,Furniture,54.02
312,Product_216,Food,76.6
426,Product_116,Electronics,42.38
280,Product_58,Furniture,78.48
345,Product_342,Electronics,34.82
55,Product_257,Clothing,20.45
90,Product_407,Electronics,85.11
95,Product_294,Electronics,53.04
3,Product_226,Food,69.43
460,Product_2,Food,80.72
24,Product_83,Food,95.72
241,Product_494,Electronics,57.95
465,Product_380,Clothing,78.22
390,Product_251,Food,77.64
174,Product_45,Electronics,49.4
20,Product_323,Electronics,94.57
242,Product_278,Electronics,6.41
471,Product_433,Clothing,86.15
215,Product_47,Clothing,59.2
172,Product_460,Food,78.26
256,Product_146,Furniture,58.42
102,Product_37,Electronics,13.31
280,Product_334,Food,46.68
406,Product_6,Furniture,80.29
10,Product_384,Electronics,9.06
198,Product_365,Electronics,85.38
373,Product_265,Furniture,96.32
457,Product_4,Electronics,71.56
362,Product_295,Food,77.6
35,Product_413,Clothing,60.54
33,Product_356,Furniture,78.66
14,Product_286,Clothing,75.28
31,Product_168,Food,26.11
89,Product_469,Furniture,43.89
426,Product_433,Furniture,97.05
333,Product_376,Furniture,75.66
356,Product_219,Food,44.96
336,Product_81,Furniture,82.41
191,Product_365,Clothing,67.28
207,Product_277,Furniture,14.66
332,Product_134,Clothing,6.54
483,Product_333,Clothing,34.15
13,Product_173,Electronics,90.38
340,Product_292,Electronics,38.46
84,Product_473,Electronics,76.46
388,Product_20,Food,47.51
289,Product_56,Electronics,29.24
78,Product_385,Food,76.12
15,Product_291,Furniture,17.05
51,Product_244,Clothing,83.03
83,Product_395,Furniture,41.88
253,Product_42,Food,42.22
301,Product_163,Furniture,63.5
72,Product_371,Clothing,72.47
486,Product_248,Electronics,76.29
17,Product_364,Food,11.1
237,Product_285,Furniture,45.39
192,Product_52,Electronics,61.42
117,Product_436,Food,5.78
377,Product_388,Furniture,17.82
274,Product_294,Food,46.28
214,Product_252,Food,81.81
205,Product_10,Food,51.62
279,Product_400,Furniture,30.96
452,Product_285,Furniture,21.84
115,Product_101,Food,88.29
75,Product_210,Clothing,32.42
321,Product_219,Food,26.2
80,Product_245,Clothing,61.68
333,Product_232,Furniture,72.83
401,Product_423,Food,89.31
388,Product_354,Electronics,19.69
364,Product_389,Clothing,67.67
358,Product_378,Food,90.48
399,Product_472,Clothing,52.12
382,Product_176,Furniture,75.42
53,Product_346,Furniture,50.17
446,Product_486,Furniture,81.44
96,Product_268,Electronics,85.7
435,Product_341,Food,36.25
350,Product_129,Food,38.67
386,Product_134,Clothing,48.86
151,Product_210,Electronics,53.03
30,Product_439,Furniture,58.12
406,Product_306,Furniture,29.14
250,Product_35,Furniture,30.59
75,Product_22,Electronics,19.63
193,Product_9,Food,90.33
270,Product_28,Electronics,49.8
485,Product_19,Clothing,18.76
379,Product_3,Clothing,67.02
471,Product_436,Electronics,38.79
324,Product_372,Clothing,92.09
236,Product_240,Food,85.04
45,Product_418,Electronics,64.97
430,Product_384,Electronics,7.26
281,Product_180,Electronics,11.98
346,Product_468,Clothing,52.72
164,Product_460,Food,24.76
94,Product_93,Electronics,44.75
242,Product_186,Food,97.69
76,Product_241,Furniture,98.79
489,Product_153,Furniture,68.58
210,Product_31,Clothing,54.02
400,Product_359,Clothing,71.82
70,Product_337,Food,8.32
388,Product_163,Food,91.53
435,Product_416,Clothing,37.7
476,Product_209,Electronics,23.85
355,Product_229,Food,81.45
269,Product_91,Electronics,26.62
54,Product_376,Electronics,97.0
101,Product_206,Electronics,49.77
156,Product_85,Clothing,94.59
133,Product_232,Furniture,64.49
151,Product_321,Furniture,77.3
451,Product_134,Furniture,61.02
289,Product_465,Food,65.56
202,Product_344,Electronics,30.25
248,Product_483,Clothing,61.4
170,Product_263,Food,97.71
184,Product_61,Clothing,55.13
28,Product_255,Food,20.35
255,Product_421,Electronics,28.28
50,Product_397,Electronics,73.64
151,Product_59,Furniture,10.51
78,Product_324,Food,33.68
454,Product_46,Electronics,83.04
349,Product_23,Furniture,25.53
235,Product_478,Clothing,57.17
44,Product_362,Clothing,99.46
63,Product_398,Food,69.94
110,Product_488,Furniture,90.8
41,Product_453,Food,71.57
111,Product_455,Electronics,98.15
210,Product_235,Clothing,68.4
197,Product_462,Furniture,88.95
427,Product_283,Clothing,73.41
127,Product_235,Furniture,83.56
154,Product_378,Furniture,80.69
481,Product_19,Clothing,46.04
324,Product_150,Food,76.15
340,Product_195,Electronics,84.76
386,Product_369,Clothing,86.82
369,Product_495,Electronics,12.21
269,Product_369,Food,24.48
231,Product_304,Electronics,74.01
91,Product_158,Clothing,77.2
469,Product_150,Food,95.89
454,Product_14,Electronics,18.83
263,Product_158,Food,53.86
363,Product_305,Food,17.16
294,Product_40,Furniture,90.64
72,Product_394,Electronics,88.05
470,Product_321,Clothing,35.84
237,Product_200,Food,25.23
32,Product_391,Electronics,38.83
482,Product_199,Electronics,9.45
269,Product_24,Furniture,32.42
307,Product_382,Electronics,7.58
115,Product_470,Furniture,47.19
67,Product_458,Food,40.21
244,Product_124,Food,30.84
216,Product_364,Food,82.8
465,Product_483,Electronics,49.65
265,Product_21,Food,55.44
168,Product_465,Food,11.09
399,Product_319,Clothing,73.02
104,Product_242,Furniture,33.75
188,Product_59,Clothing,87.65
253,Product_179,Electronics,94.84
403,Product_489,Clothing,13.28
172,Product_99,Electronics,19.87
347,Product_379,Food,53.86
164,Product_231,Clothing,89.9
127,Product_495,Electronics,42.3
211,Product_39,Clothing,33.44
143,Product_233,Clothing,76.55
451,Product_54,Food,43.96
252,Product_62,Furniture,88.67
200,Product_251,Electronics,10.16
157,Product_327,Furniture,95.21
436,Product_442,Clothing,48.56
65,Product_154,Furniture,49.91
110,Product_159,Clothing,87.45
51,Product_458,Electronics,77.13
368,Product_54,Food,53.0
462,Product_353,Furniture,38.7
112,Product_170,Clothing,19.22
305,Product_115,Clothing,16.58
498,Product_268,Food,67.04
291,Product_110,Furniture,12.93
145,Product_426,Food,21.97
393,Product_103,Clothing,26.8
32,Product_10,Electronics,49.59
397,Product_63,Furniture,46.78
211,Product_479,Furniture,82.66
219,Product_253,Food,90.03
288,Product_382,Clothing,59.52
489,Product_370,Furniture,99.31
290,Product_450,Clothing,17.37
474,Product_59,Clothing,85.58
307,Product_360,Food,51.61
339,Product_208,Furniture,44.14
97,Product_183,Furniture,28.12
87,Product_12,Electronics,93.36
17,Product_199,Food,49.6
209,Product_15,Electronics,52.35
440,Product_500,Food,92.01
