payment_id,order_id,payment_date,payment_amount
650551,8174,2025-05-15,-25.0
660355,1450,2025-05-15,-25.0
621545,2085,2025-05-15,-25.0
388374,1577,2025-05-15,-25.0
630403,9839,2025-05-15,-25.0
687978,6826,2025-05-15,-25.0
597365,8467,2025-05-15,-25.0
585038,1683,2025-05-15,-25.0
838864,2521,2025-05-15,-25.0
712643,5572,2025-05-15,-25.0
625676,5810,2025-05-15,-25.0
936302,6505,2025-05-15,-25.0
224404,7703,2025-05-15,-25.0
902253,3235,2025-05-15,-25.0
213660,1396,2025-05-15,-25.0
175088,3136,2025-05-15,-25.0
883987,2481,2025-05-15,-25.0
460768,5572,2025-05-15,-25.0
125898,3779,2025-05-15,-25.0
979268,9834,2025-05-15,-25.0
759860,4663,2025-05-15,-25.0
354633,3813,2025-05-15,-25.0
221685,8638,2025-05-15,-25.0
674858,3037,2025-05-15,-25.0
826054,7833,2025-05-15,-25.0
140592,6607,2025-05-15,-25.0
455850,9934,2025-05-15,-25.0
430927,2359,2025-05-15,-25.0
727145,4967,2025-05-15,-25.0
524192,2844,2025-05-15,-25.0
107467,9599,2025-05-15,-25.0
218321,9934,2025-05-15,-25.0
152764,5481,2025-05-15,-25.0
245190,6083,2025-05-15,-25.0
495153,1707,2025-05-15,-25.0
296561,2481,2025-05-15,-25.0
233249,5627,2025-05-15,-25.0
314951,1707,2025-05-15,-25.0
313894,6495,2025-05-15,-25.0
810467,6826,2025-05-15,-25.0
908343,8481,2025-05-15,-25.0
392581,9999,2025-05-15,-25.0
996365,8875,2025-05-15,-25.0
382173,6844,2025-05-15,-25.0
481432,7464,2025-05-15,-25.0
421400,4975,2025-05-15,-25.0
169451,8112,2025-05-15,-25.0
935703,1268,2025-05-15,-25.0
712847,5396,2025-05-15,-25.0
906222,3110,2025-05-15,-25.0
659439,2408,2025-05-15,-25.0
807827,9809,2025-05-15,-25.0
606627,1900,2025-05-15,-25.0
341671,9733,2025-05-15,-25.0
814281,4837,2025-05-15,-25.0
309051,5332,2025-05-15,-25.0
281356,1003,2025-05-15,-25.0
802840,1900,2025-05-15,-25.0
865827,4593,2025-05-15,-25.0
309153,6844,2025-05-15,-25.0
388853,1150,2025-05-15,-25.0
758111,2178,2025-05-15,-25.0
143551,9813,2025-05-15,-25.0
253519,6463,2025-05-15,-25.0
860713,1150,2025-05-15,-25.0
778268,1393,2025-05-15,-25.0
579811,8476,2025-05-15,-25.0
395203,1396,2025-05-15,-25.0
480787,8759,2025-05-15,-25.0
856895,1033,2025-05-15,-25.0
910206,5583,2025-05-15,-25.0
884513,2442,2025-05-15,-25.0
993383,2240,2025-05-15,-25.0
600473,3813,2025-05-15,-25.0
357339,9491,2025-05-15,-25.0
885945,8476,2025-05-15,-25.0
500446,5481,2025-05-15,-25.0
762652,5308,2025-05-15,-25.0
450869,9623,2025-05-15,-25.0
870082,1150,2025-05-15,-25.0
130027,2302,2025-05-15,-25.0
816047,9834,2025-05-15,-25.0
537254,1936,2025-05-15,-25.0
936163,4015,2025-05-15,-25.0
629045,2706,2025-05-15,-25.0
390713,5529,2025-05-15,-25.0
190498,9632,2025-05-15,-25.0
235172,7021,2025-05-15,-25.0
488187,3136,2025-05-15,-25.0
155172,9749,2025-05-15,-25.0
400049,8248,2025-05-15,-25.0
778413,1396,2025-05-15,-25.0
742990,2359,2025-05-15,-25.0
148043,2240,2025-05-15,-25.0
534416,2739,2025-05-15,-25.0
335447,6635,2025-05-15,-25.0
301053,6083,2025-05-15,-25.0
763779,1003,2025-05-15,-25.0
193225,4532,2025-05-15,-25.0
977419,4837,2025-05-15,-25.0
758837,3037,2025-05-15,-25.0
844091,8354,2025-05-15,-25.0
127143,4992,2025-05-15,-25.0
796632,8638,2025-05-15,-25.0
537537,4367,2025-05-15,-25.0
157942,6542,2025-05-15,-25.0
472300,3688,2025-05-15,-25.0
499726,9380,2025-05-15,-25.0
596348,3332,2025-05-15,-25.0
330511,2521,2025-05-15,-25.0
694099,5947,2025-05-15,-25.0
999472,6845,2025-05-15,-25.0
503014,3855,2025-05-15,-25.0
483023,5332,2025-05-15,-25.0
258514,5893,2025-05-15,-25.0
386725,1900,2025-05-15,-25.0
292825,5897,2025-05-15,-25.0
385958,2318,2025-05-15,-25.0
592573,2359,2025-05-15,-25.0
784848,3235,2025-05-15,-25.0
642759,3855,2025-05-15,-25.0
316724,6958,2025-05-15,-25.0
967291,5536,2025-05-15,-25.0
998590,9369,2025-05-15,-25.0
961672,6958,2025-05-15,-25.0
682896,9809,2025-05-15,-25.0
834120,5526,2025-05-15,-25.0
868949,3781,2025-05-15,-25.0
584277,7307,2025-05-15,-25.0
462281,6866,2025-05-15,-25.0
195234,7265,2025-05-15,-25.0
895403,7330,2025-05-15,-25.0
763715,2481,2025-05-15,-25.0
912230,1386,2025-05-15,-25.0
932139,1033,2025-05-15,-25.0
343987,4530,2025-05-15,-25.0
719688,6845,2025-05-15,-25.0
378862,8911,2025-05-15,-25.0
141413,3600,2025-05-15,-25.0
508322,9455,2025-05-15,-25.0
908613,3707,2025-05-15,-25.0
126124,4015,2025-05-15,-25.0
610266,4249,2025-05-15,-25.0
350902,7313,2025-05-15,-25.0
323912,1396,2025-05-15,-25.0
998395,9103,2025-05-15,-25.0
164965,5857,2025-05-15,-25.0
692798,4532,2025-05-15,-25.0
951167,1683,2025-05-15,-25.0
426229,8248,2025-05-15,-25.0
718040,6372,2025-05-15,-25.0
644769,8139,2025-05-15,-25.0
424602,9455,2025-05-15,-25.0
261210,2049,2025-05-15,-25.0
567364,5536,2025-05-15,-25.0
453652,8412,2025-05-15,-25.0
394477,2003,2025-05-15,-25.0
360204,1937,2025-05-15,-25.0
378895,6635,2025-05-15,-25.0
906534,1613,2025-05-15,-25.0
206040,7000,2025-05-15,-25.0
147248,2085,2025-05-15,-25.0
459734,5149,2025-05-15,-25.0
345798,9251,2025-05-15,-25.0
649095,7581,2025-05-15,-25.0
347713,6739,2025-05-15,-25.0
230338,7441,2025-05-15,-25.0
266895,6382,2025-05-15,-25.0
533337,7581,2025-05-15,-25.0
553524,6607,2025-05-15,-25.0
377966,2438,2025-05-15,-25.0
952204,5529,2025-05-15,-25.0
433443,1214,2025-05-15,-25.0
847348,3332,2025-05-15,-25.0
141955,8412,2025-05-15,-25.0
179898,1831,2025-05-15,-25.0
350044,2003,2025-05-15,-25.0
475799,3471,2025-05-15,-25.0
911590,9380,2025-05-15,-25.0
612555,3760,2025-05-15,-25.0
912873,4992,2025-05-15,-25.0
930514,8354,2025-05-15,-25.0
962562,7906,2025-05-15,-25.0
802991,6826,2025-05-15,-25.0
446598,8248,2025-05-15,-25.0
195030,9657,2025-05-15,-25.0
370609,4300,2025-05-15,-25.0
782536,9934,2025-05-15,-25.0
320342,6082,2025-05-15,-25.0
137073,1937,2025-05-15,-25.0
878325,5529,2025-05-15,-25.0
681767,2527,2025-05-15,-25.0
446673,5947,2025-05-15,-25.0
509246,2837,2025-05-15,-25.0
214771,1025,2025-05-15,-25.0
319473,8365,2025-05-15,-25.0
528156,5583,2025-05-15,-25.0
766267,5616,2025-05-15,-25.0
518770,2195,2025-05-15,-25.0
442270,4655,2025-05-15,-25.0
716181,2093,2025-05-15,-25.0
526558,8191,2025-05-15,-25.0
765870,6382,2025-05-15,-25.0
891397,9999,2025-05-15,-25.0
196646,9251,2025-05-15,-25.0
447790,8484,2025-05-15,-25.0
830223,6382,2025-05-15,-25.0
525394,5536,2025-05-15,-25.0
544298,1831,2025-05-15,-25.0
306656,9595,2025-05-15,-25.0
890182,6847,2025-05-15,-25.0
768101,1386,2025-05-15,-25.0
608811,1450,2025-05-15,-25.0
907070,6463,2025-05-15,-25.0
616231,3110,2025-05-15,-25.0
571672,6072,2025-05-15,-25.0
162113,1915,2025-05-15,-25.0
894603,1450,2025-05-15,-25.0
900307,2438,2025-05-15,-25.0
951494,9250,2025-05-15,-25.0
627741,8320,2025-05-15,-25.0
784674,8021,2025-05-15,-25.0
950382,5886,2025-05-15,-25.0
786344,5149,2025-05-15,-25.0
250426,6303,2025-05-15,-25.0
644627,2521,2025-05-15,-25.0
498140,7564,2025-05-15,-25.0
447625,5592,2025-05-15,-25.0
767234,2419,2025-05-15,-25.0
154496,3587,2025-05-15,-25.0
699869,3600,2025-05-15,-25.0
474426,3933,2025-05-15,-25.0
907986,6847,2025-05-15,-25.0
886726,9749,2025-05-15,-25.0
963680,1444,2025-05-15,-25.0
990254,3855,2025-05-15,-25.0
424231,8481,2025-05-15,-25.0
348879,9250,2025-05-15,-25.0
679257,8248,2025-05-15,-25.0
833351,4967,2025-05-15,-25.0
393376,9251,2025-05-15,-25.0
146827,3973,2025-05-15,-25.0
228120,1713,2025-05-15,-25.0
634560,4138,2025-05-15,-25.0
947798,3813,2025-05-15,-25.0
870809,8248,2025-05-15,-25.0
487959,8476,2025-05-15,-25.0
538203,9250,2025-05-15,-25.0
688738,5536,2025-05-15,-25.0
692457,6100,2025-05-15,-25.0
946484,1707,2025-05-15,-25.0
588889,6651,2025-05-15,-25.0
804839,1937,2025-05-15,-25.0
569345,9934,2025-05-15,-25.0
155607,1897,2025-05-15,-25.0
870811,8632,2025-05-15,-25.0
134923,7127,2025-05-15,-25.0
667108,6505,2025-05-15,-25.0
264289,8174,2025-05-15,-25.0
597360,6420,2025-05-15,-25.0
656014,3933,2025-05-15,-25.0
404062,6552,2025-05-15,-25.0
504316,1707,2025-05-15,-25.0
752678,9491,2025-05-15,-25.0
220081,8704,2025-05-15,-25.0
239739,1333,2025-05-15,-25.0
684986,9200,2025-05-15,-25.0
764783,8365,2025-05-15,-25.0
242054,3332,2025-05-15,-25.0
277344,3813,2025-05-15,-25.0
482058,6373,2025-05-15,-25.0
770646,2020,2025-05-15,-25.0
841664,2521,2025-05-15,-25.0
967376,1214,2025-05-15,-25.0
587244,3933,2025-05-15,-25.0
361517,3878,2025-05-15,-25.0
252327,1900,2025-05-15,-25.0
821640,3779,2025-05-15,-25.0
212738,8447,2025-05-15,-25.0
903069,9839,2025-05-15,-25.0
236086,7817,2025-05-15,-25.0
290527,1577,2025-05-15,-25.0
641682,9369,2025-05-15,-25.0
130076,8759,2025-05-15,-25.0
357044,5787,2025-05-15,-25.0
864285,9934,2025-05-15,-25.0
726907,5170,2025-05-15,-25.0
369823,2485,2025-05-15,-25.0
844577,1990,2025-05-15,-25.0
752418,2003,2025-05-15,-25.0
733805,4416,2025-05-15,-25.0
154681,3930,2025-05-15,-25.0
950967,4967,2025-05-15,-25.0
914916,2080,2025-05-15,-25.0
141200,9275,2025-05-15,-25.0
178550,5732,2025-05-15,-25.0
730780,5616,2025-05-15,-25.0
995224,5883,2025-05-15,-25.0
815307,6635,2025-05-15,-25.0
686959,5627,2025-05-15,-25.0
471868,9834,2025-05-15,-25.0
878676,2080,2025-05-15,-25.0
952268,3136,2025-05-15,-25.0
647355,8000,2025-05-15,-25.0
823009,1990,2025-05-15,-25.0
160584,5897,2025-05-15,-25.0
434255,2408,2025-05-15,-25.0
599827,5526,2025-05-15,-25.0
612566,7307,2025-05-15,-25.0
420675,1897,2025-05-15,-25.0
907617,4804,2025-05-15,-25.0
529410,5836,2025-05-15,-25.0
653784,3037,2025-05-15,-25.0
970416,5529,2025-05-15,-25.0
327215,3110,2025-05-15,-25.0
356983,9275,2025-05-15,-25.0
399082,9809,2025-05-15,-25.0
399862,1937,2025-05-15,-25.0
403585,6552,2025-05-15,-25.0
660194,1727,2025-05-15,-25.0
874081,3353,2025-05-15,-25.0
900644,8000,2025-05-15,-25.0
303765,8139,2025-05-15,-25.0
670224,5308,2025-05-15,-25.0
748845,6463,2025-05-15,-25.0
530627,7335,2025-05-15,-25.0
897826,8365,2025-05-15,-25.0
398901,2302,2025-05-15,-25.0
542500,3929,2025-05-15,-25.0
702646,5883,2025-05-15,-25.0
974808,1990,2025-05-15,-25.0
530687,2521,2025-05-15,-25.0
666158,7387,2025-05-15,-25.0
265559,2716,2025-05-15,-25.0
773520,1727,2025-05-15,-25.0
898199,9873,2025-05-15,-25.0
250638,6722,2025-05-15,-25.0
608449,2438,2025-05-15,-25.0
344052,6331,2025-05-15,-25.0
477628,6373,2025-05-15,-25.0
451970,8139,2025-05-15,-25.0
998769,6055,2025-05-15,-25.0
209543,9623,2025-05-15,-25.0
628221,4975,2025-05-15,-25.0
733927,1450,2025-05-15,-25.0
872644,9749,2025-05-15,-25.0
647712,2706,2025-05-15,-25.0
624327,6420,2025-05-15,-25.0
910203,9809,2025-05-15,-25.0
224054,8354,2025-05-15,-25.0
820419,2521,2025-05-15,-25.0
622727,1936,2025-05-15,-25.0
477450,4249,2025-05-15,-25.0
254435,5893,2025-05-15,-25.0
745313,8875,2025-05-15,-25.0
675444,2852,2025-05-15,-25.0
166965,6542,2025-05-15,-25.0
999947,5893,2025-05-15,-25.0
