payment_id,order_id,payment_date,payment_amount
930036,9228,2025-04-20,-25.0
174120,2396,2025-04-20,-25.0
611405,3750,2025-04-20,-25.0
897691,8728,2025-04-20,-25.0
236183,7280,2025-04-20,-25.0
432028,7765,2025-04-20,-25.0
613352,6816,2025-04-20,-25.0
379582,9922,2025-04-20,-25.0
161435,6001,2025-04-20,-25.0
667334,7877,2025-04-20,-25.0
233228,9647,2025-04-20,-25.0
470139,9831,2025-04-20,-25.0
960428,9987,2025-04-20,-25.0
450977,1484,2025-04-20,-25.0
163256,4641,2025-04-20,-25.0
821066,6816,2025-04-20,-25.0
788341,2912,2025-04-20,-25.0
110368,9109,2025-04-20,-25.0
583306,9235,2025-04-20,-25.0
678624,1334,2025-04-20,-25.0
853997,9228,2025-04-20,-25.0
621363,4641,2025-04-20,-25.0
985072,4083,2025-04-20,-25.0
439073,6432,2025-04-20,-25.0
515662,1857,2025-04-20,-25.0
988667,1857,2025-04-20,-25.0
345558,8519,2025-04-20,-25.0
695906,6001,2025-04-20,-25.0
295930,5637,2025-04-20,-25.0
224009,1537,2025-04-20,-25.0
747005,9911,2025-04-20,-25.0
397382,3554,2025-04-20,-25.0
470166,7366,2025-04-20,-25.0
290589,6432,2025-04-20,-25.0
679604,6432,2025-04-20,-25.0
810368,9025,2025-04-20,-25.0
172293,3281,2025-04-20,-25.0
588083,1837,2025-04-20,-25.0
235877,7470,2025-04-20,-25.0
815539,1837,2025-04-20,-25.0
474262,1857,2025-04-20,-25.0
345711,3567,2025-04-20,-25.0
735730,6517,2025-04-20,-25.0
115717,1302,2025-04-20,-25.0
175415,5637,2025-04-20,-25.0
486974,4083,2025-04-20,-25.0
231894,8637,2025-04-20,-25.0
533138,8823,2025-04-20,-25.0
390628,9335,2025-04-20,-25.0
232287,5922,2025-04-20,-25.0
650210,3506,2025-04-20,-25.0
913385,3032,2025-04-20,-25.0
406728,3567,2025-04-20,-25.0
952869,3674,2025-04-20,-25.0
493040,1910,2025-04-20,-25.0
648176,1609,2025-04-20,-25.0
227463,8684,2025-04-20,-25.0
888609,3618,2025-04-20,-25.0
768666,9025,2025-04-20,-25.0
345158,4262,2025-04-20,-25.0
758763,8500,2025-04-20,-25.0
594986,9789,2025-04-20,-25.0
301385,4083,2025-04-20,-25.0
574155,7234,2025-04-20,-25.0
438542,8823,2025-04-20,-25.0
455408,3106,2025-04-20,-25.0
982622,2114,2025-04-20,-25.0
670859,2278,2025-04-20,-25.0
873941,3281,2025-04-20,-25.0
866837,8684,2025-04-20,-25.0
886289,5621,2025-04-20,-25.0
496462,3567,2025-04-20,-25.0
730030,8519,2025-04-20,-25.0
508824,4794,2025-04-20,-25.0
390198,5660,2025-04-20,-25.0
500483,7319,2025-04-20,-25.0
812999,2114,2025-04-20,-25.0
230597,4165,2025-04-20,-25.0
261807,3073,2025-04-20,-25.0
451218,9536,2025-04-20,-25.0
581384,6001,2025-04-20,-25.0
391732,9286,2025-04-20,-25.0
404140,4794,2025-04-20,-25.0
896327,2515,2025-04-20,-25.0
405636,5011,2025-04-20,-25.0
337335,1723,2025-04-20,-25.0
289317,1334,2025-04-20,-25.0
754077,7204,2025-04-20,-25.0
501419,7319,2025-04-20,-25.0
196409,5457,2025-04-20,-25.0
879755,8684,2025-04-20,-25.0
214817,9109,2025-04-20,-25.0
846751,3554,2025-04-20,-25.0
802137,3506,2025-04-20,-25.0
876528,4970,2025-04-20,-25.0
911884,2090,2025-04-20,-25.0
553322,9334,2025-04-20,-25.0
171928,2465,2025-04-20,-25.0
915980,3554,2025-04-20,-25.0
508409,4140,2025-04-20,-25.0
253420,7170,2025-04-20,-25.0
499024,3618,2025-04-20,-25.0
593678,2396,2025-04-20,-25.0
836872,2634,2025-04-20,-25.0
596858,2465,2025-04-20,-25.0
659553,1910,2025-04-20,-25.0
498010,7234,2025-04-20,-25.0
625560,3193,2025-04-20,-25.0
749548,6534,2025-04-20,-25.0
423331,6705,2025-04-20,-25.0
680966,9281,2025-04-20,-25.0
556749,6982,2025-04-20,-25.0
955960,9334,2025-04-20,-25.0
353879,7831,2025-04-20,-25.0
240863,8389,2025-04-20,-25.0
912943,5935,2025-04-20,-25.0
163104,2019,2025-04-20,-25.0
376307,9911,2025-04-20,-25.0
958559,7234,2025-04-20,-25.0
322809,1552,2025-04-20,-25.0
324112,2823,2025-04-20,-25.0
426571,1086,2025-04-20,-25.0
663688,1064,2025-04-20,-25.0
754317,9261,2025-04-20,-25.0
998509,9446,2025-04-20,-25.0
327204,5319,2025-04-20,-25.0
903063,1041,2025-04-20,-25.0
737811,9145,2025-04-20,-25.0
739355,7366,2025-04-20,-25.0
290218,5984,2025-04-20,-25.0
246949,2987,2025-04-20,-25.0
568319,2278,2025-04-20,-25.0
301470,2440,2025-04-20,-25.0
476990,4794,2025-04-20,-25.0
689210,4083,2025-04-20,-25.0
640691,9789,2025-04-20,-25.0
459998,3073,2025-04-20,-25.0
239125,4140,2025-04-20,-25.0
303504,9903,2025-04-20,-25.0
384052,8442,2025-04-20,-25.0
278807,1019,2025-04-20,-25.0
119305,5326,2025-04-20,-25.0
618968,3545,2025-04-20,-25.0
269386,7280,2025-04-20,-25.0
622496,7127,2025-04-20,-25.0
492728,9446,2025-04-20,-25.0
799702,3255,2025-04-20,-25.0
182085,4907,2025-04-20,-25.0
147299,8664,2025-04-20,-25.0
863066,8757,2025-04-20,-25.0
126741,3750,2025-04-20,-25.0
440372,6805,2025-04-20,-25.0
247809,2440,2025-04-20,-25.0
832813,3470,2025-04-20,-25.0
518567,4350,2025-04-20,-25.0
747662,1334,2025-04-20,-25.0
497202,8539,2025-04-20,-25.0
456990,9715,2025-04-20,-25.0
285633,5287,2025-04-20,-25.0
340219,1114,2025-04-20,-25.0
999936,3964,2025-04-20,-25.0
501290,8559,2025-04-20,-25.0
580266,8519,2025-04-20,-25.0
719795,5037,2025-04-20,-25.0
877577,3032,2025-04-20,-25.0
406038,1609,2025-04-20,-25.0
479467,1110,2025-04-20,-25.0
498324,3106,2025-04-20,-25.0
806121,2114,2025-04-20,-25.0
898944,7127,2025-04-20,-25.0
275189,1552,2025-04-20,-25.0
767097,1723,2025-04-20,-25.0
232947,3193,2025-04-20,-25.0
376494,9145,2025-04-20,-25.0
310803,1394,2025-04-20,-25.0
728412,3281,2025-04-20,-25.0
250336,1334,2025-04-20,-25.0
155173,9647,2025-04-20,-25.0
446988,5784,2025-04-20,-25.0
573715,7204,2025-04-20,-25.0
206821,1837,2025-04-20,-25.0
652492,6227,2025-04-20,-25.0
209460,3255,2025-04-20,-25.0
516239,3750,2025-04-20,-25.0
103898,1041,2025-04-20,-25.0
897601,9789,2025-04-20,-25.0
598015,9789,2025-04-20,-25.0
336957,8559,2025-04-20,-25.0
341210,5518,2025-04-20,-25.0
208410,5286,2025-04-20,-25.0
659528,2396,2025-04-20,-25.0
817079,1482,2025-04-20,-25.0
924050,1110,2025-04-20,-25.0
711307,7366,2025-04-20,-25.0
428185,1394,2025-04-20,-25.0
671531,6728,2025-04-20,-25.0
479221,2952,2025-04-20,-25.0
683298,9335,2025-04-20,-25.0
366761,4907,2025-04-20,-25.0
194562,8539,2025-04-20,-25.0
721117,2171,2025-04-20,-25.0
799023,5287,2025-04-20,-25.0
912852,3133,2025-04-20,-25.0
572802,1302,2025-04-20,-25.0
127363,1609,2025-04-20,-25.0
606491,5695,2025-04-20,-25.0
510999,7366,2025-04-20,-25.0
533223,7765,2025-04-20,-25.0
722431,1472,2025-04-20,-25.0
459646,9650,2025-04-20,-25.0
975840,7366,2025-04-20,-25.0
896251,9235,2025-04-20,-25.0
239893,1349,2025-04-20,-25.0
800838,2965,2025-04-20,-25.0
452358,8334,2025-04-20,-25.0
174785,7020,2025-04-20,-25.0
287177,1394,2025-04-20,-25.0
110386,9809,2025-04-20,-25.0
681781,9261,2025-04-20,-25.0
656413,1110,2025-04-20,-25.0
399846,3073,2025-04-20,-25.0
374227,8757,2025-04-20,-25.0
941422,3161,2025-04-20,-25.0
827983,9218,2025-04-20,-25.0
565736,1054,2025-04-20,-25.0
358133,8684,2025-04-20,-25.0
905303,4262,2025-04-20,-25.0
518609,8092,2025-04-20,-25.0
856371,5922,2025-04-20,-25.0
200750,7449,2025-04-20,-25.0
949842,1114,2025-04-20,-25.0
533061,7234,2025-04-20,-25.0
487429,2114,2025-04-20,-25.0
414088,5152,2025-04-20,-25.0
172485,5313,2025-04-20,-25.0
130573,1472,2025-04-20,-25.0
602681,1114,2025-04-20,-25.0
290201,4165,2025-04-20,-25.0
865518,3073,2025-04-20,-25.0
754179,9426,2025-04-20,-25.0
994178,6432,2025-04-20,-25.0
894993,6728,2025-04-20,-25.0
963213,6001,2025-04-20,-25.0
583385,2634,2025-04-20,-25.0
562810,9731,2025-04-20,-25.0
783606,1474,2025-04-20,-25.0
951482,9286,2025-04-20,-25.0
639108,9919,2025-04-20,-25.0
177541,9962,2025-04-20,-25.0
468025,6040,2025-04-20,-25.0
809789,1493,2025-04-20,-25.0
291039,6249,2025-04-20,-25.0
452204,1085,2025-04-20,-25.0
897115,3106,2025-04-20,-25.0
738044,8660,2025-04-20,-25.0
950312,6728,2025-04-20,-25.0
595000,2525,2025-04-20,-25.0
372382,1857,2025-04-20,-25.0
758564,4980,2025-04-20,-25.0
387996,3470,2025-04-20,-25.0
695533,5286,2025-04-20,-25.0
490892,9919,2025-04-20,-25.0
863545,8804,2025-04-20,-25.0
604773,7739,2025-04-20,-25.0
739211,2465,2025-04-20,-25.0
104969,7280,2025-04-20,-25.0
704779,2054,2025-04-20,-25.0
832188,4980,2025-04-20,-25.0
899542,9025,2025-04-20,-25.0
835985,5996,2025-04-20,-25.0
417176,5011,2025-04-20,-25.0
157313,5637,2025-04-20,-25.0
699173,8848,2025-04-20,-25.0
209282,9363,2025-04-20,-25.0
142411,4980,2025-04-20,-25.0
418139,6923,2025-04-20,-25.0
427014,2764,2025-04-20,-25.0
784192,4423,2025-04-20,-25.0
594710,3255,2025-04-20,-25.0
841430,2800,2025-04-20,-25.0
471185,4980,2025-04-20,-25.0
875304,5549,2025-04-20,-25.0
242561,1537,2025-04-20,-25.0
792714,6040,2025-04-20,-25.0
206167,8334,2025-04-20,-25.0
877942,7739,2025-04-20,-25.0
867836,6534,2025-04-20,-25.0
927728,1110,2025-04-20,-25.0
322646,5011,2025-04-20,-25.0
613487,9903,2025-04-20,-25.0
884268,1474,2025-04-20,-25.0
198235,5520,2025-04-20,-25.0
111050,1857,2025-04-20,-25.0
554857,7170,2025-04-20,-25.0
345409,9650,2025-04-20,-25.0
408327,1019,2025-04-20,-25.0
481472,8334,2025-04-20,-25.0
909127,3674,2025-04-20,-25.0
652271,2385,2025-04-20,-25.0
518519,6517,2025-04-20,-25.0
171685,9903,2025-04-20,-25.0
639792,4262,2025-04-20,-25.0
834232,3255,2025-04-20,-25.0
388610,7127,2025-04-20,-25.0
453452,1254,2025-04-20,-25.0
957280,9228,2025-04-20,-25.0
896280,8804,2025-04-20,-25.0
911387,8244,2025-04-20,-25.0
301848,9171,2025-04-20,-25.0
640963,4262,2025-04-20,-25.0
479076,7204,2025-04-20,-25.0
525880,5549,2025-04-20,-25.0
119479,1394,2025-04-20,-25.0
738243,1996,2025-04-20,-25.0
363279,9109,2025-04-20,-25.0
332592,4103,2025-04-20,-25.0
312915,4884,2025-04-20,-25.0
482068,9228,2025-04-20,-25.0
646355,9688,2025-04-20,-25.0
506520,1334,2025-04-20,-25.0
216455,9228,2025-04-20,-25.0
314871,5773,2025-04-20,-25.0
989169,2912,2025-04-20,-25.0
820811,3073,2025-04-20,-25.0
615583,2090,2025-04-20,-25.0
977755,5660,2025-04-20,-25.0
635355,1110,2025-04-20,-25.0
405834,9145,2025-04-20,-25.0
479177,9109,2025-04-20,-25.0
378196,3161,2025-04-20,-25.0
243701,5996,2025-04-20,-25.0
470809,7319,2025-04-20,-25.0
881862,7168,2025-04-20,-25.0
375930,7749,2025-04-20,-25.0
369720,7739,2025-04-20,-25.0
992286,2525,2025-04-20,-25.0
909440,4184,2025-04-20,-25.0
648678,5313,2025-04-20,-25.0
792691,1054,2025-04-20,-25.0
758977,5319,2025-04-20,-25.0
472240,1640,2025-04-20,-25.0
652177,8728,2025-04-20,-25.0
382680,5012,2025-04-20,-25.0
298497,3428,2025-04-20,-25.0
614713,2070,2025-04-20,-25.0
181102,9286,2025-04-20,-25.0
516440,1837,2025-04-20,-25.0
998148,9335,2025-04-20,-25.0
561671,8244,2025-04-20,-25.0
998095,1910,2025-04-20,-25.0
213687,8092,2025-04-20,-25.0
891241,7470,2025-04-20,-25.0
865230,5520,2025-04-20,-25.0
469773,2054,2025-04-20,-25.0
588986,5326,2025-04-20,-25.0
522449,4140,2025-04-20,-25.0
636172,1054,2025-04-20,-25.0
440438,1041,2025-04-20,-25.0
451079,7877,2025-04-20,-25.0
115444,1085,2025-04-20,-25.0
310125,1019,2025-04-20,-25.0
708286,7809,2025-04-20,-25.0
173420,1609,2025-04-20,-25.0
433611,4103,2025-04-20,-25.0
981774,1110,2025-04-20,-25.0
142250,1334,2025-04-20,-25.0
363049,2800,2025-04-20,-25.0
605145,5012,2025-04-20,-25.0
448141,2019,2025-04-20,-25.0
556921,3893,2025-04-20,-25.0
598118,1801,2025-04-20,-25.0
533250,4883,2025-04-20,-25.0
979149,1910,2025-04-20,-25.0
552587,2634,2025-04-20,-25.0
811009,8757,2025-04-20,-25.0
433820,1723,2025-04-20,-25.0
206704,8789,2025-04-20,-25.0
500446,2984,2025-04-20,-25.0
924165,7319,2025-04-20,-25.0
257883,1302,2025-04-20,-25.0
127546,7080,2025-04-20,-25.0
139077,5037,2025-04-20,-25.0
266526,7234,2025-04-20,-25.0
676419,8757,2025-04-20,-25.0
152109,8804,2025-04-20,-25.0
187178,7127,2025-04-20,-25.0
781964,9903,2025-04-20,-25.0
905220,4165,2025-04-20,-25.0
537555,1394,2025-04-20,-25.0
442704,8823,2025-04-20,-25.0
125899,9647,2025-04-20,-25.0
581621,1394,2025-04-20,-25.0
248832,9919,2025-04-20,-25.0
289112,3465,2025-04-20,-25.0
629494,2440,2025-04-20,-25.0
690845,4794,2025-04-20,-25.0
871455,8244,2025-04-20,-25.0
650797,7765,2025-04-20,-25.0
627262,4165,2025-04-20,-25.0
823443,5695,2025-04-20,-25.0
841642,1254,2025-04-20,-25.0
574619,5520,2025-04-20,-25.0
188788,5383,2025-04-20,-25.0
724747,8637,2025-04-20,-25.0
273005,7168,2025-04-20,-25.0
198380,9446,2025-04-20,-25.0
620787,5457,2025-04-20,-25.0
158785,6001,2025-04-20,-25.0
298983,1761,2025-04-20,-25.0
271442,9025,2025-04-20,-25.0
857714,5637,2025-04-20,-25.0
323461,7168,2025-04-20,-25.0
436009,1472,2025-04-20,-25.0
943049,6382,2025-04-20,-25.0
717342,1114,2025-04-20,-25.0
213229,7749,2025-04-20,-25.0
866876,6860,2025-04-20,-25.0
313796,6227,2025-04-20,-25.0
586479,4970,2025-04-20,-25.0
392590,4903,2025-04-20,-25.0
476228,7831,2025-04-20,-25.0
329499,7204,2025-04-20,-25.0
250935,8928,2025-04-20,-25.0
