order_item_id,order_id,product_id,quantity,price
16192,9446,63,5,6.4
69396,4083,116,5,90.99
87937,5037,27,2,82.44
86982,6227,243,6,78.23
84605,7319,115,9,70.27
76360,8334,288,5,53.82
87314,4814,381,4,91.83
76626,7266,340,7,99.59
34860,4103,448,8,10.56
82895,6354,168,5,74.8
78444,5725,309,9,56.53
47307,5637,403,7,88.99
18195,4940,235,9,89.62
88038,3554,273,8,13.6
24057,9286,454,3,79.79
23059,2764,169,9,78.98
17561,4350,478,7,44.08
70994,2984,290,7,44.21
94207,8389,455,10,43.29
97701,5457,347,6,53.09
64403,2984,205,8,14.85
41862,3554,462,7,41.61
46901,9446,121,1,71.05
23635,2396,113,1,82.81
12689,7237,347,1,21.25
13466,4262,13,4,63.06
17832,4350,173,9,81.96
41620,3305,492,3,39.84
35399,7025,494,3,86.17
16853,7366,36,1,46.59
19704,4940,218,2,31.74
82823,2525,436,1,82.72
40929,5011,323,5,51.52
43235,2764,416,10,77.94
42755,9919,468,7,81.97
36338,2525,463,3,63.55
63903,5518,177,8,41.18
41903,9903,482,6,56.24
15684,4262,163,4,61.58
28693,9145,457,8,47.59
95358,2800,426,9,13.58
30084,2235,282,6,45.92
89117,9261,131,2,79.8
54822,9911,11,2,20.79
61774,6689,23,5,28.15
90504,7168,78,10,42.56
92205,5621,221,3,98.45
67194,2987,14,3,17.06
10763,3733,331,9,64.6
17268,1334,304,2,30.16
22314,8092,29,10,17.57
30722,2114,498,6,10.79
29440,5621,375,6,95.25
87150,7319,111,10,100.06
86912,7168,365,9,13.58
28871,1254,14,4,81.61
24167,2235,459,6,54.34
10212,9218,186,1,96.85
98306,8559,320,10,6.84
63505,6249,368,5,76.55
61800,6432,33,9,57.16
39250,1910,195,3,74.19
80768,2248,175,7,58.28
89967,9789,354,2,32.73
14740,9809,275,9,52.63
33749,4907,366,8,79.29
55913,3281,159,2,45.26
44118,8283,285,9,72.7
54576,2515,203,9,28.73
79018,2171,278,2,22.33
37109,2338,464,2,40.19
90984,6816,461,10,15.42
83092,7020,301,9,91.14
51589,5621,409,3,70.13
23560,8500,449,5,90.51
68549,3073,27,5,49.79
49260,7170,106,10,29.83
60126,1349,101,2,72.83
17767,8637,45,3,41.26
12792,7739,85,1,96.05
85743,8010,295,8,96.94
19176,2114,230,2,36.92
45306,2515,386,10,100.31
11196,1302,240,6,39.74
51222,1857,156,4,22.4
46202,2634,225,2,42.94
38562,2385,244,10,54.97
95554,6249,345,4,80.32
26718,1282,201,10,86.03
38178,2054,332,10,66.04
84523,9261,460,4,73.72
72142,8097,52,7,26.71
85306,2800,432,8,30.65
30461,6227,428,10,14.83
91475,7831,394,9,82.69
46411,2070,454,3,59.25
64969,7280,102,6,81.99
61050,2515,22,1,53.23
71751,9911,391,4,10.28
90155,7809,25,7,21.48
44668,2278,281,8,78.48
86881,4423,356,6,43.46
63834,5582,17,10,40.06
20165,2385,201,3,64.36
97502,5637,490,9,17.76
80787,9962,316,5,71.0
38049,5457,223,6,74.96
97628,8823,438,8,81.18
81604,5313,434,9,84.01
40688,6227,84,7,12.13
56712,1837,409,7,34.47
81292,1857,375,6,95.71
70576,9831,83,1,60.67
71124,5152,230,7,93.03
38706,7080,50,4,44.31
54516,8442,283,4,19.7
38944,9335,270,8,60.92
13113,6982,314,7,91.59
25455,1334,90,4,13.88
30384,1110,56,4,70.13
84163,4641,252,9,91.1
85808,5637,8,1,94.91
32646,4641,103,10,89.72
75410,6001,388,10,36.64
90051,8519,346,4,58.68
71699,4165,388,10,28.53
74890,5520,382,7,71.88
87655,9712,376,3,30.95
80304,1334,414,8,11.52
74599,7127,306,5,31.48
47444,5996,394,10,91.43
45778,2396,421,1,54.6
60061,7242,146,8,71.91
52998,9987,378,7,49.97
41764,2634,388,6,10.29
20516,5773,63,3,84.89
67223,9711,318,9,94.38
98598,2823,397,3,78.84
97931,9987,281,6,54.06
27167,7025,208,4,7.12
85598,8728,269,5,95.53
73233,6805,225,4,81.59
99215,6033,429,6,40.49
28233,6382,413,6,17.41
35228,8010,455,2,40.71
97956,9286,205,7,49.41
10986,1837,99,3,37.13
73845,4350,177,6,50.58
47974,3465,400,9,11.27
84211,8539,395,2,12.17
81134,9218,94,7,99.48
55026,2338,90,3,48.46
44479,2965,409,8,64.6
87708,5012,209,9,70.6
98879,8334,300,9,13.28
42235,5922,479,4,60.11
59122,3465,367,7,67.76
29124,5784,388,5,30.72
52918,5621,45,1,22.5
85002,9145,170,2,51.54
47061,4641,321,8,19.04
73060,3073,356,2,85.6
65659,1801,419,3,97.2
66077,9334,111,8,43.41
83852,6923,479,3,39.99
91649,2440,355,9,70.23
75199,2987,66,7,45.77
57523,3694,325,5,70.86
75196,3554,318,3,72.89
54773,7242,372,7,32.7
92167,9688,17,3,16.59
29325,2114,257,7,56.23
40180,9711,302,8,17.79
82636,5520,287,8,28.45
74984,9281,131,4,52.18
79877,4903,121,5,85.85
56954,8684,286,8,46.42
18616,3281,270,7,38.54
54813,1910,177,9,73.63
47167,8660,278,7,99.79
77632,2070,499,2,35.22
92794,8728,191,1,80.69
14610,8097,111,2,84.91
39802,5037,312,10,14.69
93976,9235,108,5,49.0
55338,4907,150,2,78.32
57100,4184,70,1,44.73
69490,2235,27,4,21.78
85421,7280,449,3,36.39
67605,5637,479,8,89.47
99351,4083,312,9,19.81
46431,2984,30,8,81.16
18823,6793,222,2,27.31
18591,7831,287,3,73.49
14885,7449,244,10,99.59
45856,9025,385,7,54.86
92097,6805,311,4,96.79
90851,9426,333,6,24.41
79537,1493,105,8,83.25
71422,1761,413,1,69.49
42681,1349,453,3,12.79
97247,3032,74,7,74.9
39755,4262,315,3,7.01
89067,9789,317,2,69.11
15287,5313,6,1,48.24
81815,3470,16,5,27.9
15182,3694,140,7,59.65
71590,2248,241,1,58.56
96939,5037,494,3,96.93
73297,8442,62,9,41.62
74446,2987,3,8,97.39
19237,8283,419,5,41.19
75454,8660,27,10,15.89
74574,5725,241,6,77.38
67910,5286,94,1,28.02
88512,5286,161,5,77.02
62825,7204,53,5,57.38
73363,2338,145,2,7.65
19723,8789,110,5,55.23
38897,7170,233,7,29.76
70531,9715,185,7,59.49
67817,3964,121,7,31.06
44679,8334,420,4,87.82
99251,2235,128,5,99.16
78061,9171,328,10,23.46
12823,5635,321,6,23.21
61700,5996,52,1,73.64
14464,2338,410,8,88.1
57629,6432,394,5,80.7
76367,7749,241,5,91.52
79996,3674,397,9,59.04
76071,8823,169,3,39.75
60007,5635,51,2,25.63
24222,1114,295,1,73.73
85061,2114,330,3,77.8
89427,2396,63,5,85.44
28647,9731,113,6,82.46
55862,8389,330,5,69.8
25048,6728,477,2,59.97
62259,7449,194,5,68.98
77649,9647,141,10,64.62
63242,3255,400,6,13.22
50922,4010,209,4,67.46
56233,2248,386,10,65.64
88507,1085,186,4,19.95
57716,9171,87,7,77.04
65521,8684,5,9,41.08
47855,9711,488,3,84.95
33929,5935,442,3,90.76
28161,8823,300,5,18.18
82380,7319,364,8,18.68
46673,1732,133,2,87.96
67654,5635,279,2,41.83
32014,5286,137,7,66.28
40800,9334,88,4,99.82
33309,5725,149,10,69.63
83023,2440,121,8,83.16
42900,5152,231,6,67.7
99635,8804,378,1,8.93
41623,2965,447,1,15.26
71999,8789,373,9,98.96
25891,1801,360,1,75.7
93727,9171,370,7,20.09
52499,5319,406,2,71.47
20293,7025,122,2,74.58
14988,1114,415,5,74.01
17649,7375,69,1,82.33
93007,5621,393,10,34.36
23307,7375,151,6,43.87
20699,4140,458,5,99.85
37595,3133,410,6,69.72
99205,9711,150,8,14.54
45185,3733,432,4,65.69
62514,5457,26,9,66.99
21470,9536,14,6,37.12
66635,1493,261,6,57.23
51932,9731,159,10,95.05
95991,9903,297,4,82.23
92699,4350,106,7,79.42
29765,6805,375,7,22.11
89404,8848,381,10,40.48
88457,8334,80,5,61.95
85678,1110,286,10,58.41
95978,8500,149,5,79.75
99561,7234,348,7,24.27
30785,2605,141,4,38.68
52851,5784,58,2,89.96
18913,3245,493,3,21.67
26078,9334,297,2,5.5
98442,6534,285,8,26.84
32147,5457,412,6,77.43
25198,9335,69,7,7.16
81173,3245,155,7,80.49
70565,3073,209,1,99.49
49717,7877,146,6,72.78
90080,2070,469,6,15.23
16717,8789,382,6,26.07
59819,5319,284,3,38.0
78246,4083,67,9,66.87
99126,7080,198,1,91.51
43961,2054,417,3,67.72
92869,1857,456,7,5.85
96802,6793,218,10,25.11
73921,5695,221,10,96.85
45583,1484,431,6,41.16
18144,6982,141,1,37.44
63127,1064,133,7,70.25
39648,7809,167,7,64.28
32631,3133,70,1,92.31
40462,1723,397,9,91.73
81188,3419,315,6,52.27
57831,4165,114,2,42.65
40877,8928,345,3,15.21
99458,1086,269,1,32.3
34468,8097,217,10,16.33
45807,8637,103,7,6.16
85656,9801,69,6,74.22
55830,2278,114,9,87.92
51309,3255,273,1,78.36
66304,8823,196,4,71.19
86537,5383,46,7,93.37
18142,9171,123,7,8.31
79562,8928,149,4,82.49
93095,3964,161,7,37.5
90529,1801,210,4,83.54
63727,2912,432,7,64.6
25320,6354,141,7,46.27
82702,5660,196,10,16.68
56556,7366,160,5,69.45
94128,2396,51,2,53.49
94565,7080,125,6,31.88
50294,3419,60,1,68.65
73157,9602,355,2,35.64
58195,2952,226,6,100.2
75752,7749,232,7,58.73
44972,3133,163,8,14.28
91166,7234,275,10,13.57
53627,2248,411,5,76.69
31541,1482,494,5,13.97
39021,8097,249,5,37.91
27990,3428,76,8,85.99
71750,9334,227,5,53.38
84110,1609,487,9,51.67
93478,3073,211,5,38.94
92997,6432,31,10,5.73
99936,1054,340,9,28.23
47992,2465,56,5,20.65
37050,9712,361,10,95.66
82842,2248,1,8,30.81
32971,9171,238,2,49.21
95302,5457,450,9,66.44
14226,7366,274,7,71.95
81952,8389,336,3,37.76
24957,2912,344,2,90.9
60590,5637,274,4,27.87
82523,7204,474,3,67.14
88750,5984,115,2,17.59
68104,1254,166,4,80.89
25256,7237,476,9,86.19
10699,1484,271,3,38.77
64806,1537,336,5,40.53
91967,2171,343,3,23.19
34900,7168,159,8,45.95
61893,5326,386,7,15.77
48607,9145,74,4,8.13
39045,1857,428,2,16.54
34635,3470,367,5,31.18
73953,7449,57,10,82.67
72345,2912,384,3,82.53
93823,3465,143,6,53.98
70899,8728,432,8,36.87
16922,1108,265,2,59.86
99862,1041,179,1,53.18
21446,9903,351,6,94.79
86908,5635,339,5,7.74
73558,2278,9,8,89.28
56341,9334,279,6,64.01
40430,6689,232,3,40.72
54597,1609,109,10,10.2
21662,3281,318,5,71.56
25653,8637,445,3,27.95
44508,2278,305,5,18.05
11797,1801,393,3,44.86
20729,5037,283,9,82.2
44618,2696,224,3,59.31
67255,3281,313,7,18.23
28287,5454,265,6,19.46
91702,4010,404,3,61.46
12511,1302,17,5,68.74
52508,2090,139,7,93.28
12240,5784,36,10,92.9
83027,9334,158,4,70.42
20902,8334,4,9,11.06
53329,2912,494,10,60.26
17613,7280,411,4,6.39
25387,4140,202,1,16.42
98116,9218,350,5,19.82
79542,9335,71,9,75.78
49648,6728,110,5,52.0
56853,6689,107,2,32.9
91340,1474,332,8,15.65
45296,2019,274,2,88.92
85714,7025,391,9,64.91
76874,9363,396,6,92.26
39190,3465,70,6,5.63
46062,6382,170,4,67.46
46796,3506,359,5,11.21
77132,7025,469,7,12.48
30112,9286,391,9,31.34
26455,9109,225,2,51.79
45661,3618,499,4,99.16
27565,2800,474,6,48.35
53839,1996,211,3,54.81
87071,1254,425,4,70.75
43795,8928,331,2,43.78
89579,9281,82,3,57.1
11898,6816,87,2,12.12
82689,1334,450,1,17.47
14368,6382,72,8,63.96
71037,7025,358,7,5.71
48761,5152,422,1,79.37
89626,7025,115,6,40.68
59529,2800,273,3,96.72
92328,5582,168,5,16.35
84106,1334,96,3,88.88
41311,3341,413,4,84.36
96468,7025,340,2,14.09
42433,3554,325,7,21.53
68398,2525,447,4,86.07
52128,6001,229,1,62.78
62963,4883,202,10,40.4
89029,4794,3,4,38.61
80893,1996,83,7,73.99
31421,3554,125,7,59.98
52450,6354,164,1,17.52
27817,9025,120,1,67.66
27365,4010,239,7,85.88
35143,1732,299,3,41.4
85057,1054,338,2,92.7
76728,4010,130,6,74.5
33962,7080,306,6,80.66
36083,3554,19,6,69.74
40527,9903,211,7,45.03
29965,3193,329,3,46.52
88081,9922,391,6,23.28
13492,1801,327,4,86.72
13519,1493,354,4,96.2
64913,2338,348,3,73.98
21657,8519,67,5,24.11
62954,3193,307,6,99.79
50763,8092,289,6,31.02
90494,6432,246,1,99.93
70836,7266,161,7,99.99
46593,3733,384,8,77.63
65492,5319,497,10,89.96
53923,5454,64,9,52.49
24607,9335,372,6,38.85
91846,5520,98,9,25.93
44697,7242,303,3,19.57
17506,1302,168,5,72.16
53411,7020,487,2,48.18
63222,5520,129,2,45.52
88919,2054,250,7,22.26
29636,5313,3,2,82.26
43492,2696,463,8,33.67
25685,9831,370,8,63.27
66552,3554,174,5,59.9
55851,9922,399,8,23.55
93631,6705,103,8,85.01
28847,8804,396,5,87.22
93715,1041,349,4,29.29
74883,4140,430,10,60.61
89085,8442,228,2,44.07
22549,3428,129,5,92.81
51788,9446,173,1,40.46
14569,7449,292,9,77.52
10140,9334,75,1,37.4
25261,8092,279,7,27.57
56643,2696,354,7,77.48
35963,1948,435,4,12.26
34865,5231,400,4,68.98
71096,7266,4,8,85.4
82612,2019,288,10,45.45
34856,1640,94,1,84.0
23014,2041,47,3,5.92
87469,2696,70,7,62.49
45266,3032,294,2,35.21
10549,6227,188,5,27.73
25616,9334,467,1,48.69
49697,2070,87,6,64.24
61226,9145,353,2,7.41
71703,8092,386,6,96.09
79866,1086,190,8,46.93
49555,7319,370,7,71.86
33340,8664,113,10,29.59
53052,2525,262,1,77.2
14127,7835,309,10,48.04
14019,2912,250,5,89.09
56399,8789,256,2,50.09
54780,9025,65,9,12.71
33459,1108,476,8,9.43
64366,7319,27,9,50.5
27898,4980,155,9,74.46
88446,5286,274,3,89.87
80679,2278,402,2,62.29
11203,5313,158,5,89.51
45468,9789,129,7,63.54
97899,8334,253,1,50.35
95615,1054,62,6,91.91
41023,1054,85,4,63.9
98497,5637,237,3,84.95
75275,8660,371,4,13.88
25523,9446,355,9,52.96
18037,5012,306,1,41.1
74048,3245,351,10,83.0
73687,2054,242,10,75.04
45421,4271,298,4,38.69
76520,7266,318,7,63.85
45420,1254,347,4,30.14
86947,1537,366,1,96.39
76004,2634,250,6,8.54
89112,5773,245,1,56.87
10442,2764,359,10,85.82
43664,3133,84,1,78.26
10264,9171,173,6,76.04
97347,2278,130,9,63.81
24103,1996,258,6,14.84
23305,8092,480,2,15.84
12697,3554,265,1,53.47
28104,1302,358,6,29.13
18288,4103,177,2,24.14
87685,6001,317,5,84.98
94947,9286,33,8,49.25
92411,4262,413,7,84.04
35663,5037,146,10,66.86
13953,2385,256,8,35.47
39878,8728,67,5,61.1
70335,3428,237,8,25.32
65353,1054,362,7,83.96
90367,3032,393,3,74.3
29380,9650,292,4,82.85
42141,9171,376,4,50.63
68573,2440,146,4,97.65
56580,7877,386,5,58.44
59395,5520,289,1,39.94
27736,5454,310,2,26.06
31786,5582,104,1,23.6
52720,3694,271,6,40.93
94318,4814,492,8,70.47
34964,4423,299,3,90.83
25157,6033,86,2,52.81
80650,9962,232,9,87.98
20315,3161,171,4,96.72
12255,4165,64,3,73.52
65508,7877,12,4,41.47
40585,9647,163,5,61.9
24763,2114,56,7,99.91
95602,6793,32,3,46.71
23883,8519,135,10,6.95
51852,9286,77,7,42.66
68058,7366,383,7,89.82
32117,3073,495,5,39.7
13244,7835,174,10,11.21
72909,5319,401,4,22.35
88075,9801,208,8,84.82
59790,2800,103,7,20.83
39582,9536,165,8,84.97
64352,9831,393,5,12.89
76507,3106,92,4,18.93
96245,8757,98,9,19.48
37681,4940,229,4,43.18
89147,2987,272,10,23.21
53089,3618,145,6,17.47
43052,6517,326,4,97.56
21272,8442,233,10,12.01
46541,5922,136,8,72.01
66005,7470,340,5,48.68
19374,9715,261,7,18.16
16988,8660,259,7,89.47
77659,5152,427,10,90.49
99733,1948,90,5,34.22
78777,6689,202,5,70.26
88664,3545,281,6,7.54
18869,7831,378,4,12.33
17235,9286,66,8,38.39
13488,8848,60,7,71.64
45354,7080,141,1,80.98
20166,1474,347,6,69.8
32360,9335,431,10,49.81
35735,2984,256,5,42.8
81224,8559,332,8,91.39
76462,3245,93,3,25.54
36285,2396,244,1,32.39
19733,4970,445,1,11.37
71105,1801,457,9,43.7
99155,9789,459,2,62.31
10555,1732,462,6,59.25
14236,3106,98,2,36.14
26037,9801,151,5,72.89
90400,6793,484,4,5.81
51020,7284,359,7,13.95
53173,7204,215,10,10.62
89566,7204,76,8,56.96
57714,1282,370,3,32.44
82487,5660,277,5,14.28
85116,6816,143,9,91.87
78604,8442,408,7,69.43
20956,6805,328,1,15.38
59539,9025,349,8,57.19
84686,1064,157,7,38.32
35150,5984,387,9,49.06
98633,7242,93,3,75.89
73231,9281,339,9,59.81
33384,1537,470,6,35.23
93662,7694,337,1,25.03
84754,7168,90,5,90.08
40483,5518,38,2,72.31
83670,2965,439,5,13.71
36223,3245,79,6,70.51
72567,5520,2,8,36.44
91368,1996,32,10,49.68
93085,1609,254,8,43.19
45105,2248,475,1,61.42
96502,3073,400,1,62.36
63811,7470,213,6,68.22
86561,7080,202,10,49.87
79867,8500,456,7,6.86
61375,9261,9,4,78.69
85326,4184,97,5,17.3
37985,3193,406,8,15.76
56941,9715,434,2,80.99
86192,5582,241,6,50.23
46965,1857,372,6,36.34
24610,8660,419,5,30.05
42565,1801,273,1,6.08
83938,5660,287,5,19.57
11147,3750,120,4,30.6
16012,6382,290,7,93.4
70013,2800,235,4,69.16
89399,4184,387,6,62.26
83645,1837,268,8,26.72
34061,6705,130,8,48.59
88667,9987,425,3,28.62
61235,2235,39,4,18.23
95994,6793,329,5,37.56
77094,2696,237,2,39.44
69475,1019,16,2,90.39
95224,1474,305,4,72.08
84643,3133,54,5,32.24
16195,7739,299,5,8.24
39261,3674,487,1,9.67
67347,5011,455,6,10.02
15472,4271,149,8,65.45
19162,3419,88,7,75.54
62145,3133,75,5,77.7
46160,9334,419,4,26.04
80545,3694,81,6,15.72
26758,4903,171,5,55.99
29737,3694,215,6,42.09
68440,1110,295,8,22.57
43263,7168,86,8,31.9
97657,4883,333,10,67.45
55227,9171,1,3,27.08
84063,5621,248,8,81.51
56196,8539,31,3,79.3
36996,9731,71,4,16.64
22971,3032,62,2,62.24
68089,7080,276,3,25.69
17492,5152,179,2,32.05
34696,5457,283,4,35.31
11385,4940,445,7,41.58
87420,9261,198,4,48.0
67981,1349,187,8,82.41
91748,2054,239,10,22.7
61163,5549,20,2,89.84
98414,2041,173,7,22.32
74978,3618,484,2,74.55
63360,5457,13,8,79.53
56082,9789,403,8,34.51
96352,9426,184,7,54.72
13650,8389,467,4,79.91
45093,1910,96,5,53.81
19531,6354,67,8,92.25
58340,6354,134,5,22.99
48037,6382,78,2,6.68
14439,9446,83,5,16.19
57200,3073,38,10,65.11
20814,5011,259,8,55.94
40369,2965,129,5,78.33
89762,5637,394,10,8.93
78390,7080,174,7,30.12
32551,5383,397,5,49.29
60735,5635,33,3,81.37
53571,9688,139,6,83.39
75632,8928,237,5,94.49
30789,5549,459,8,95.98
79074,7168,189,5,36.87
67304,5454,339,9,83.26
45121,3750,315,1,84.28
60286,2396,478,6,76.92
11229,7080,30,2,96.23
88554,9426,45,5,19.6
75680,3161,436,5,83.23
43287,1394,461,5,54.86
74444,1394,472,5,58.24
77768,2823,202,2,29.61
71744,6805,90,2,97.93
88351,2054,412,3,79.08
75770,7127,458,6,25.79
74002,5287,123,7,63.76
65088,4980,475,2,66.8
83924,5454,81,5,42.72
89804,1041,373,2,88.93
83245,3545,114,6,59.44
63114,8283,409,5,73.38
73043,1857,182,3,29.34
99905,2465,249,6,37.01
75096,5454,293,6,49.45
98669,4083,425,8,48.27
83505,5582,318,1,75.85
77486,2912,390,2,21.09
89106,5621,34,3,45.26
30642,8010,116,3,62.92
41565,3281,100,7,8.35
21600,7266,274,10,67.18
34262,8244,204,7,86.34
92380,4010,58,5,83.47
80638,4271,499,3,17.63
80942,8283,473,3,77.01
87081,9650,294,9,79.47
18092,9109,202,3,37.0
22903,2696,232,2,25.52
52547,8519,235,2,45.33
29103,5660,188,7,45.27
85555,7319,402,6,69.29
93310,2171,486,8,71.39
41927,1609,185,6,98.18
60831,1334,64,10,41.44
43475,1041,92,1,11.36
52524,2525,172,9,92.86
38371,7170,342,3,7.54
10939,9228,422,5,14.5
48958,7242,235,6,89.02
98952,2987,320,3,83.28
82192,9650,343,9,28.94
56842,7020,71,2,89.64
96804,8823,1,9,94.42
45371,8664,148,1,50.29
63537,4423,29,6,33.87
15598,1857,232,7,52.44
39873,3893,293,8,17.52
26600,7835,84,5,34.27
95636,9261,455,8,66.05
34013,3694,396,2,76.37
72689,4970,301,4,19.47
88804,1472,369,7,12.01
46447,3554,155,9,27.59
14065,3470,465,10,16.1
86296,2605,231,8,50.18
47232,7127,392,4,61.13
35473,5037,4,6,37.51
13434,4423,178,8,22.82
24897,7280,482,5,96.63
53841,7375,302,5,79.09
36673,7809,414,6,56.56
62022,1609,450,4,76.26
22304,9688,194,3,96.77
24694,3618,120,3,94.27
57967,9426,48,9,51.09
23564,1472,222,2,68.16
93368,1732,299,10,58.41
26195,3341,294,10,58.26
91121,3255,340,3,21.74
44158,5549,245,7,23.02
15923,4083,493,6,93.28
82147,3305,169,10,86.64
92958,1910,32,2,16.76
55216,6001,409,6,81.22
58375,9286,344,3,64.87
80263,2440,499,10,48.89
96461,3133,39,8,65.45
65940,3733,75,2,62.87
86397,5383,332,4,14.31
21830,5922,26,3,10.67
47010,9809,167,5,52.18
93710,8283,458,1,65.43
68990,3255,341,10,43.27
28139,8283,421,10,52.54
64647,3964,221,7,91.89
96436,2019,195,3,100.22
51331,7170,142,1,29.76
86560,9602,474,2,24.09
15563,1114,183,6,82.56
14422,9688,396,4,6.64
42210,1302,124,7,20.64
50732,2019,329,5,42.2
57391,9171,12,9,41.07
68660,1537,407,1,48.71
31189,1349,342,6,74.85
59128,1110,269,10,49.2
43350,8728,216,7,12.25
12497,3419,113,8,21.15
77811,1302,381,10,89.49
63465,8092,480,10,73.92
55391,3428,236,4,55.09
41322,1114,4,1,40.35
87888,4423,50,4,88.34
83977,5549,150,6,39.63
41268,1041,387,10,81.06
68387,1394,455,4,58.14
93562,4940,45,7,62.55
28137,1948,31,3,7.52
93695,4883,250,7,87.04
13144,1996,348,7,15.65
29249,1801,43,3,36.66
89555,9801,464,1,19.36
57536,1086,460,7,50.5
27589,3470,461,3,33.76
88151,3554,80,10,59.12
36344,3554,444,8,26.03
70527,5637,341,6,55.18
91244,4794,274,5,97.01
32012,8804,403,6,96.17
82066,4140,176,5,21.05
36125,2019,18,8,10.98
87024,6001,432,10,92.99
56419,6227,224,10,75.21
69085,9712,241,4,99.96
41544,2800,41,4,74.25
54093,8823,381,10,58.95
81842,1948,90,3,29.78
96223,2764,412,6,99.41
39132,6728,401,10,47.38
42157,9919,115,3,61.12
75795,3341,49,2,83.52
21569,2984,49,8,36.95
34208,4884,292,7,87.74
13162,3545,375,9,42.25
62324,2385,450,10,14.2
13297,3554,152,1,93.47
16402,1086,278,9,16.04
60973,3133,479,9,71.37
26135,2465,246,5,29.71
95853,3255,305,7,58.49
89037,5695,267,8,61.37
81605,3750,260,9,77.37
21641,5287,474,5,95.53
22678,6728,206,8,82.02
55784,7234,378,7,93.14
13020,1282,457,3,11.98
45264,1302,161,9,84.72
79447,9536,182,3,21.99
70430,5635,479,6,19.15
86342,2054,254,4,12.03
52420,6001,90,3,76.19
33916,3255,269,8,59.64
59943,7020,104,3,7.29
65949,1334,365,9,92.6
51682,5635,396,9,62.25
61478,2764,123,9,56.47
12927,3545,304,7,43.03
34089,7739,230,4,46.75
17076,8928,321,10,31.45
41578,5286,143,10,69.55
30388,8684,204,4,57.58
29432,1640,326,6,42.07
52963,4083,109,4,7.33
49703,5520,352,6,29.84
65854,4103,309,1,57.81
38413,7835,38,4,7.78
26728,1041,473,1,90.62
60010,7749,113,6,82.85
91082,9987,69,8,99.01
10917,4140,461,10,62.57
50931,8519,376,2,26.31
12745,6382,251,5,24.57
17918,2984,123,7,51.7
60535,9218,404,9,20.82
35341,1302,499,8,10.63
22475,8500,201,3,9.82
77472,4184,35,3,69.96
45864,6033,130,2,33.01
85759,9962,193,2,17.55
74040,9286,34,6,34.41
26661,5784,100,5,7.54
24035,8728,200,8,64.96
48170,3428,26,4,14.9
32776,1732,484,8,81.57
49479,7280,285,8,18.41
30197,6354,211,7,85.21
81061,9286,472,1,63.11
95138,4641,118,10,48.36
43292,4794,348,1,12.47
46512,2965,355,10,69.48
28799,9335,434,1,59.03
85719,8660,464,3,74.0
40464,7170,268,2,27.69
77790,9536,348,2,48.4
94762,9731,296,1,10.86
56174,3465,131,5,71.76
40715,3428,327,4,40.36
35675,8684,403,7,38.39
