order_id,order_date,customer_id,total_amount
4456,2022-01-16,579,-10.0
6836,2022-02-03,,-10.0
1865,2022-12-25,,114.59
6125,2022-10-20,,109.86
2211,2022-03-18,,100.88
5123,2022-10-15,,-10.0
1602,2022-05-08,20,-10.0
9357,2022-04-18,367,-10.0
6268,2022-10-18,,363.73
7742,2022-07-25,,-10.0
2337,2022-07-05,,-10.0
2026,2022-09-17,,-10.0
5077,2022-05-21,,-10.0
9288,2022-10-03,,-10.0
1005,2022-07-05,903,-10.0
8274,2022-12-06,,381.01
9424,2022-05-03,,-10.0
4689,2022-04-02,866,-10.0
6481,2022-08-10,,-10.0
2750,2022-01-18,430,-10.0
1493,2022-06-10,800,-10.0
3100,2022-05-20,,-10.0
8736,2022-02-22,,-10.0
5955,2022-07-20,,208.65
8331,2022-05-24,,161.52
4613,2022-02-08,257,-10.0
6646,2022-06-06,,271.08
3613,2022-06-06,,-10.0
7116,2022-09-27,744,-10.0
7996,2022-09-25,,-10.0
6133,2022-11-21,,422.07
5400,2022-07-02,,261.01
8429,2022-03-31,,355.46
6455,2022-06-06,580,-10.0
1497,2022-05-15,792,-10.0
5729,2022-09-25,,298.69
2726,2022-08-03,,413.78
9846,2022-03-04,,-10.0
8218,2022-12-04,38,-10.0
8991,2022-03-12,,431.8
5144,2022-09-02,,352.21
1874,2022-08-17,,460.59
5963,2022-11-19,,-10.0
8063,2022-10-27,,313.82
1215,2022-09-02,,-10.0
4839,2022-08-16,,-10.0
3359,2022-07-09,308,-10.0
6240,2022-04-02,282,-10.0
9167,2022-07-17,553,-10.0
7345,2022-01-21,925,-10.0
1272,2022-07-23,,-10.0
8770,2022-09-14,,-10.0
2669,2022-01-09,886,-10.0
7646,2022-02-23,401,-10.0
7802,2022-07-29,881,-10.0
5496,2022-01-27,,367.77
1329,2022-06-02,,-10.0
6585,2022-04-21,,-10.0
7759,2022-10-04,,49.25
3111,2022-01-12,,415.71
9331,2022-08-04,766,-10.0
3031,2022-08-02,,-10.0
6318,2022-08-31,,-10.0
8934,2022-05-28,968,-10.0
4616,2022-06-05,998,-10.0
2573,2022-01-30,232,-10.0
2685,2022-10-26,990,-10.0
9689,2022-12-30,,-10.0
1984,2022-11-30,,-10.0
3369,2022-10-06,926,-10.0
1679,2022-10-24,,237.68
2565,2022-02-12,215,-10.0
5702,2022-11-25,,-10.0
2229,2022-08-17,810,-10.0
9429,2022-04-07,,-10.0
4972,2022-03-22,,218.59
2458,2022-06-27,,28.09
3139,2022-12-26,,-10.0
6904,2022-03-19,,377.64
5432,2022-09-30,448,-10.0
3734,2022-06-14,,-10.0
6056,2022-07-05,,308.03
4454,2022-04-13,,-10.0
5171,2022-08-29,,287.77
1709,2022-09-24,322,-10.0
8999,2022-09-05,900,-10.0
1219,2022-07-17,,71.32
7514,2022-01-30,496,-10.0
6801,2022-09-06,,-10.0
5860,2022-09-27,,-10.0
9187,2022-05-17,,-10.0
7299,2022-06-20,467,-10.0
3352,2022-02-24,433,-10.0
3510,2022-12-06,499,-10.0
5447,2022-07-29,574,-10.0
7115,2022-06-01,,-10.0
1525,2022-11-29,,-10.0
9911,2022-11-17,120,-10.0
3842,2022-01-24,,-10.0
8096,2022-02-18,,492.33
3364,2022-05-15,,-10.0
5918,2022-08-16,,88.81
8590,2022-04-09,,-10.0
8978,2022-02-08,,335.76
3925,2022-06-17,,456.8
9537,2022-06-28,,-10.0
6632,2022-03-23,82,-10.0
7486,2022-10-22,,115.78
2517,2022-01-27,917,-10.0
9442,2022-02-20,,431.54
4172,2022-02-04,937,-10.0
7779,2022-06-24,,-10.0
9225,2022-03-06,789,-10.0
6200,2022-06-03,,327.75
1690,2022-07-03,64,-10.0
3197,2022-05-03,,-10.0
7654,2022-01-24,,421.28
9636,2022-10-09,,110.82
7852,2022-04-15,,-10.0
1492,2022-11-24,428,-10.0
3461,2022-09-29,,343.63
2546,2022-05-08,157,-10.0
1446,2022-08-22,,317.75
8152,2022-07-15,,-10.0
4023,2022-05-30,,-10.0
9675,2022-01-06,,500.47
3150,2022-04-20,752,-10.0
9350,2022-12-01,,-10.0
9487,2022-06-10,,127.58
1195,2022-05-30,,319.74
8840,2022-02-07,541,-10.0
3662,2022-07-20,,-10.0
8799,2022-11-23,,451.91
2784,2022-08-16,,-10.0
2264,2022-05-11,,-10.0
3511,2022-08-07,182,-10.0
7446,2022-08-08,200,-10.0
5714,2022-02-02,,-10.0
7453,2022-02-28,,126.17
6550,2022-06-27,302,-10.0
4356,2022-12-02,659,-10.0
8113,2022-11-15,570,-10.0
8769,2022-02-11,,-10.0
1123,2022-03-03,,-10.0
3863,2022-03-08,,489.92
8653,2022-12-23,62,-10.0
3957,2022-02-01,514,-10.0
9928,2022-10-31,,-10.0
8278,2022-04-21,770,-10.0
4142,2022-06-19,,404.84
3829,2022-11-05,,180.24
3078,2022-11-10,421,-10.0
4407,2022-03-14,899,-10.0
5595,2022-02-03,,250.09
2497,2022-07-05,,-10.0
3522,2022-11-30,,273.26
2109,2022-08-19,847,-10.0
4482,2022-06-23,,316.2
5938,2022-11-11,,-10.0
8690,2022-12-22,,290.94
4227,2022-05-17,,-10.0
8668,2022-06-08,,-10.0
8039,2022-09-24,,356.53
6731,2022-06-13,677,-10.0
9478,2022-06-17,,-10.0
6449,2022-04-27,597,-10.0
7363,2022-02-16,,-10.0
6300,2022-03-27,,423.36
1377,2022-03-16,560,-10.0
8913,2022-05-15,65,-10.0
5761,2022-10-06,,171.81
5692,2022-04-24,,-10.0
4202,2022-04-01,,-10.0
4877,2022-07-25,,482.68
5245,2022-09-20,771,-10.0
1696,2022-02-19,,-10.0
8005,2022-04-17,,38.41
6782,2022-09-19,,-10.0
5107,2022-01-09,322,-10.0
5910,2022-04-25,,83.36
7780,2022-06-16,,-10.0
1882,2022-04-27,19,-10.0
9091,2022-04-18,,248.07
7473,2022-05-16,326,-10.0
8810,2022-07-31,,-10.0
4278,2022-02-20,,-10.0
2187,2022-06-07,377,-10.0
2468,2022-10-04,212,-10.0
2795,2022-05-26,,-10.0
1719,2022-12-20,593,-10.0
6452,2022-05-16,115,-10.0
1324,2022-07-11,,238.6
5589,2022-05-02,685,-10.0
1146,2022-12-26,417,-10.0
8633,2022-12-03,,-10.0
6623,2022-08-22,,-10.0
7465,2022-10-19,830,-10.0
6965,2022-06-08,387,-10.0
9513,2022-02-05,,-10.0
8864,2022-09-27,720,-10.0
9223,2022-01-27,,434.67
4398,2022-11-27,,-10.0
5596,2022-05-11,,-10.0
5726,2022-09-29,,-10.0
4431,2022-12-26,,-10.0
7796,2022-11-26,355,-10.0
9155,2022-03-17,114,-10.0
3818,2022-12-07,,-10.0
9624,2022-02-02,,-10.0
9853,2022-03-21,,59.8
9441,2022-12-31,,350.45
9033,2022-12-06,,-10.0
8136,2022-06-07,,-10.0
8065,2022-04-29,,-10.0
7712,2022-04-29,,471.48
4034,2022-09-04,,-10.0
6807,2022-03-03,,356.37
9819,2022-10-11,,-10.0
2017,2022-09-28,787,-10.0
2191,2022-04-02,,119.58
8972,2022-01-28,,-10.0
4942,2022-04-12,927,-10.0
1260,2022-08-15,,-10.0
2107,2022-01-07,999,-10.0
4614,2022-12-14,,377.59
4041,2022-01-30,620,-10.0
9524,2022-11-30,,-10.0
6238,2022-01-16,,-10.0
5414,2022-04-24,473,-10.0
6254,2022-09-09,911,-10.0
6076,2022-04-14,,279.28
2508,2022-11-10,,458.11
1947,2022-08-15,,-10.0
1468,2022-07-14,,-10.0
6216,2022-05-04,460,-10.0
2154,2022-08-15,,179.83
1803,2022-06-22,523,-10.0
4335,2022-11-10,376,-10.0
5102,2022-11-24,,-10.0
3660,2022-06-06,,-10.0
8169,2022-01-19,,-10.0
3181,2022-06-21,893,-10.0
6444,2022-04-19,82,-10.0
5960,2022-06-29,,244.85
4492,2022-02-27,,-10.0
5563,2022-04-19,,341.43
4116,2022-10-21,14,-10.0
5440,2022-01-12,,401.78
8258,2022-09-15,,196.58
1212,2022-11-26,,-10.0
6888,2022-05-02,,78.14
1582,2022-01-11,,-10.0
6120,2022-02-13,,-10.0
3054,2022-10-15,,-10.0
1668,2022-12-09,634,-10.0
8415,2022-05-22,181,-10.0
8943,2022-06-01,801,-10.0
2962,2022-08-27,,435.15
6258,2022-02-08,30,-10.0
8007,2022-07-01,,412.46
8003,2022-12-30,,-10.0
5061,2022-10-27,,397.93
8544,2022-02-10,391,-10.0
1314,2022-04-21,,-10.0
4993,2022-11-14,,209.13
5067,2022-01-21,,436.74
4422,2022-03-23,91,-10.0
7951,2022-04-22,,-10.0
5755,2022-06-26,,96.96
4562,2022-10-04,561,-10.0
6945,2022-06-20,,262.29
9088,2022-09-07,235,-10.0
1508,2022-07-24,,187.09
7099,2022-05-30,,79.84
9588,2022-03-02,,85.51
8332,2022-06-23,66,-10.0
6950,2022-01-12,,204.91
7128,2022-11-26,225,-10.0
3146,2022-06-08,,-10.0
7616,2022-10-14,719,-10.0
5467,2022-06-07,,-10.0
3806,2022-02-25,494,-10.0
2122,2022-12-26,,-10.0
6711,2022-10-20,,96.7
2101,2022-08-31,,111.99
8606,2022-11-26,,349.21
4831,2022-12-11,,476.6
8277,2022-04-05,353,-10.0
4375,2022-01-09,,125.99
3234,2022-02-02,680,-10.0
3064,2022-07-05,,-10.0
7652,2022-06-21,,141.76
8404,2022-05-31,,125.93
1868,2022-10-24,941,-10.0
7930,2022-02-25,,-10.0
4056,2022-12-22,570,-10.0
3735,2022-03-13,,74.79
5605,2022-07-02,,-10.0
2666,2022-05-03,,-10.0
9534,2022-03-25,,-10.0
4207,2022-09-15,,-10.0
4944,2022-04-02,417,-10.0
1301,2022-07-19,,381.29
5673,2022-07-08,518,-10.0
7491,2022-11-25,603,-10.0
2825,2022-01-20,,358.35
7315,2022-03-04,,-10.0
1464,2022-07-23,,-10.0
4175,2022-02-25,,-10.0
8723,2022-08-15,,150.04
1315,2022-03-06,,-10.0
8127,2022-07-04,,28.83
6396,2022-07-07,,-10.0
1445,2022-04-15,,414.2
1539,2022-10-16,,388.25
6667,2022-04-29,6,-10.0
5623,2022-10-28,,-10.0
7448,2022-08-14,,116.25
9070,2022-12-26,,-10.0
2836,2022-01-12,74,-10.0
8223,2022-07-31,,492.32
7176,2022-07-16,545,-10.0
8557,2022-05-24,,446.81
1542,2022-06-02,157,-10.0
6529,2022-04-06,,484.69
8543,2022-03-06,,369.9
6143,2022-02-23,,-10.0
2700,2022-04-18,,-10.0
7208,2022-04-05,599,-10.0
1934,2022-01-11,486,-10.0
3311,2022-11-11,,190.43
4383,2022-07-15,,97.68
6849,2022-06-15,,269.33
9346,2022-07-27,,-10.0
7769,2022-04-09,,403.67
2996,2022-10-17,531,-10.0
3202,2022-04-07,,84.13
8796,2022-04-13,,-10.0
9521,2022-11-24,,-10.0
2867,2022-01-15,,143.16
1563,2022-09-06,,-10.0
9036,2022-08-10,,269.89
4159,2022-09-15,,271.5
5802,2022-01-03,460,-10.0
7854,2022-06-08,,35.53
7684,2022-06-03,,262.62
4869,2022-12-02,964,-10.0
6049,2022-09-27,,-10.0
5180,2022-07-24,,498.21
1342,2022-08-23,527,-10.0
6973,2022-04-03,,-10.0
4151,2022-11-14,,-10.0
4874,2022-07-26,,189.03
1615,2022-07-31,467,-10.0
6393,2022-04-11,860,-10.0
8506,2022-08-26,,-10.0
7019,2022-06-15,737,-10.0
8110,2022-11-21,,-10.0
9875,2022-09-18,493,-10.0
2335,2022-10-30,,-10.0
1352,2022-06-13,,-10.0
8782,2022-07-15,,317.2
1885,2022-12-22,,443.19
8903,2022-05-30,,-10.0
1327,2022-07-05,,327.36
6102,2022-04-01,,-10.0
4892,2022-11-15,,-10.0
1693,2022-04-03,,-10.0
6922,2022-09-30,,-10.0
8595,2022-11-06,409,-10.0
9045,2022-03-05,,-10.0
4808,2022-02-15,,276.98
5586,2022-10-30,767,-10.0
9568,2022-08-31,,207.49
2652,2022-04-17,,274.42
5745,2022-06-19,,28.82
1822,2022-04-01,,92.75
1655,2022-12-26,836,-10.0
6974,2022-06-24,,244.5
5234,2022-05-06,,-10.0
6044,2022-05-26,,291.21
1027,2022-03-14,,251.26
8988,2022-03-06,,349.56
7620,2022-10-08,,-10.0
3334,2022-05-15,,-10.0
9130,2022-06-19,927,-10.0
9820,2022-01-25,,278.75
9730,2022-06-19,,-10.0
3098,2022-06-21,233,-10.0
1844,2022-03-12,,-10.0
3273,2022-05-10,,245.9
3365,2022-02-28,,330.91
8742,2022-05-06,,402.71
5271,2022-10-02,,-10.0
9415,2022-02-28,,-10.0
6152,2022-07-06,914,-10.0
9655,2022-11-09,,62.17
1398,2022-08-13,143,-10.0
6186,2022-03-29,315,-10.0
8426,2022-03-07,,330.46
5395,2022-12-30,774,-10.0
1353,2022-09-05,669,-10.0
3795,2022-01-31,523,-10.0
3969,2022-08-30,,-10.0
3765,2022-06-21,,-10.0
6864,2022-12-09,,425.27
6445,2022-07-23,,-10.0
3824,2022-09-18,,-10.0
6174,2022-05-30,16,-10.0
8570,2022-04-11,687,-10.0
5790,2022-09-23,,-10.0
9138,2022-12-15,873,-10.0
6877,2022-03-11,724,-10.0
5093,2022-04-29,,114.0
2929,2022-01-04,,164.64
8135,2022-05-27,437,-10.0
1120,2022-06-10,,-10.0
8357,2022-04-08,756,-10.0
7529,2022-11-09,,106.77
5971,2022-05-14,,63.86
2198,2022-01-21,214,-10.0
3740,2022-02-02,7,-10.0
7914,2022-07-26,,-10.0
7314,2022-09-08,553,-10.0
9769,2022-05-14,,-10.0
4956,2022-08-31,,89.76
7643,2022-12-14,432,-10.0
9807,2022-09-09,,-10.0
7190,2022-03-06,272,-10.0
8330,2022-04-29,,-10.0
3452,2022-09-01,,475.26
2680,2022-10-15,261,-10.0
8861,2022-05-08,,-10.0
1795,2022-08-18,,-10.0
7548,2022-02-04,,-10.0
9811,2022-06-25,367,-10.0
1106,2022-10-04,,-10.0
8758,2022-06-30,,-10.0
4888,2022-10-31,,-10.0
6040,2022-10-20,472,-10.0
8186,2022-02-09,,-10.0
2176,2022-03-21,823,-10.0
8177,2022-11-20,58,-10.0
8573,2022-04-09,,-10.0
4115,2022-10-27,,-10.0
3247,2022-03-23,,-10.0
1293,2022-07-03,,159.46
3424,2022-07-13,242,-10.0
9907,2022-02-15,657,-10.0
4886,2022-10-04,,361.47
6385,2022-08-23,983,-10.0
8111,2022-10-26,,258.51
9060,2022-02-11,,-10.0
6427,2022-03-17,,-10.0
3901,2022-12-27,,231.29
1129,2022-12-06,,358.68
8856,2022-12-14,,24.34
1440,2022-01-08,,199.72
2888,2022-07-08,,478.31
4871,2022-02-26,369,-10.0
6675,2022-01-06,309,-10.0
2434,2022-08-22,,429.02
4964,2022-05-23,,-10.0
9389,2022-04-08,,-10.0
4258,2022-12-17,,-10.0
1238,2022-08-31,424,-10.0
1538,2022-09-21,,390.71
9515,2022-08-30,643,-10.0
1085,2022-10-16,,-10.0
7405,2022-08-18,,139.69
3956,2022-09-17,,459.81
4284,2022-08-19,,187.36
8375,2022-03-07,433,-10.0
4805,2022-02-06,533,-10.0
9601,2022-08-24,,413.35
9149,2022-02-27,,-10.0
2007,2022-11-19,,-10.0
6342,2022-01-14,,-10.0
8208,2022-06-12,822,-10.0
9531,2022-12-23,,-10.0
8230,2022-07-02,87,-10.0
5574,2022-03-08,246,-10.0
6462,2022-07-01,,214.92
6508,2022-04-23,743,-10.0
1402,2022-03-16,158,-10.0
9080,2022-04-14,,36.25
2662,2022-09-13,,493.1
2138,2022-07-03,,-10.0
5121,2022-10-09,,265.19
6267,2022-10-21,603,-10.0
5153,2022-11-12,791,-10.0
4550,2022-03-31,,-10.0
4598,2022-10-16,868,-10.0
5347,2022-12-30,,440.64
1467,2022-09-15,570,-10.0
5189,2022-02-08,,323.98
4389,2022-10-14,593,-10.0
8641,2022-08-17,,-10.0
7992,2022-02-24,,-10.0
6310,2022-04-20,,-10.0
1787,2022-09-20,34,-10.0
8790,2022-02-24,326,-10.0
6119,2022-08-26,,-10.0
9229,2022-08-21,148,-10.0
3205,2022-08-20,68,-10.0
4660,2022-09-08,582,-10.0
8780,2022-11-13,,151.88
9794,2022-04-05,638,-10.0
8479,2022-12-29,308,-10.0
4095,2022-04-18,,57.64
1102,2022-02-02,261,-10.0
5224,2022-09-25,439,-10.0
9697,2022-04-09,931,-10.0
5159,2022-10-13,,32.75
6343,2022-11-27,,-10.0
8843,2022-01-21,,-10.0
7692,2022-12-08,,-10.0
3536,2022-11-02,,100.24
4914,2022-01-13,,54.36
2131,2022-02-16,,-10.0
6458,2022-07-05,,199.6
6399,2022-11-27,,320.99
3124,2022-04-23,,419.37
5309,2022-03-05,,-10.0
2749,2022-04-27,1000,-10.0
2244,2022-05-31,,307.88
8201,2022-09-13,,317.65
9506,2022-12-03,,-10.0
7214,2022-08-30,,370.58
3800,2022-06-29,,-10.0
6388,2022-12-27,,-10.0
8576,2022-03-22,471,-10.0
7352,2022-01-24,904,-10.0
3061,2022-06-15,,-10.0
6906,2022-06-04,,-10.0
1601,2022-10-28,,-10.0
6599,2022-08-06,,-10.0
8138,2022-07-05,,-10.0
3674,2022-03-31,888,-10.0
7466,2022-11-11,,231.98
1043,2022-01-28,,380.05
6405,2022-08-09,431,-10.0
6030,2022-02-03,329,-10.0
9294,2022-05-08,,179.62
7203,2022-03-03,,55.82
4940,2022-03-05,,-10.0
3479,2022-05-02,,335.29
9379,2022-12-24,,475.4
6280,2022-07-21,609,-10.0
9861,2022-10-27,,-10.0
4277,2022-08-15,393,-10.0
3497,2022-12-22,950,-10.0
3851,2022-02-14,,-10.0
7533,2022-02-16,994,-10.0
9603,2022-07-09,420,-10.0
4891,2022-11-16,,337.43
5111,2022-01-25,888,-10.0
2647,2022-04-14,,-10.0
5869,2022-07-30,18,-10.0
9108,2022-08-13,525,-10.0
5990,2022-06-16,,-10.0
6206,2022-04-19,,486.87
4217,2022-11-27,,-10.0
4312,2022-09-16,,76.93
3287,2022-04-05,,118.43
9202,2022-03-30,,-10.0
8480,2022-04-22,,141.34
3478,2022-07-25,,293.47
9641,2022-11-29,,107.01
4547,2022-01-07,,-10.0
7920,2022-02-06,,-10.0
1635,2022-07-11,,359.74
2618,2022-04-15,,252.65
9503,2022-03-30,,49.38
4164,2022-02-06,168,-10.0
6762,2022-01-30,,137.09
1454,2022-05-10,501,-10.0
9793,2022-02-09,,185.29
5154,2022-09-28,,-10.0
5926,2022-10-09,,114.71
2720,2022-01-05,657,-10.0
8977,2022-02-28,,420.77
7983,2022-08-20,,306.14
1826,2022-04-22,781,-10.0
1716,2022-08-19,,-10.0
1553,2022-10-27,,426.2
6870,2022-01-19,,-10.0
5891,2022-08-09,68,-10.0
2263,2022-12-07,,-10.0
1966,2022-02-25,815,-10.0
2451,2022-11-18,,-10.0
9017,2022-10-08,235,-10.0
7239,2022-10-17,,270.65
5379,2022-01-24,,493.24
4857,2022-02-21,991,-10.0
5174,2022-02-08,,30.07
4378,2022-05-29,61,-10.0
