order_id,order_date,customer_id,total_amount
5598,2022-12-09,,498.89
9249,2022-11-04,,-10.0
7149,2022-04-08,,331.05
5815,2022-04-01,,357.49
9669,2022-03-23,675,-10.0
4457,2022-02-17,,242.04
3327,2022-10-08,,205.32
7411,2022-05-24,,337.5
7883,2022-04-19,966,-10.0
2125,2022-11-11,,-10.0
6270,2022-06-05,484,-10.0
7567,2022-07-18,,356.37
8207,2022-02-02,,-10.0
1498,2022-09-15,,63.59
2976,2022-06-20,689,-10.0
6155,2022-04-28,,-10.0
4711,2022-08-18,,-10.0
8662,2022-04-19,,188.11
6814,2022-05-20,,-10.0
4570,2022-05-14,,333.95
9285,2022-03-18,,-10.0
6664,2022-05-14,365,-10.0
3930,2022-03-20,68,-10.0
5881,2022-11-24,,458.63
4453,2022-06-11,,331.66
7875,2022-04-15,,-10.0
5307,2022-09-21,,-10.0
2871,2022-08-17,428,-10.0
9260,2022-02-20,,-10.0
7210,2022-07-31,150,-10.0
3063,2022-02-12,608,-10.0
1437,2022-06-08,,-10.0
4846,2022-04-29,262,-10.0
9674,2022-06-04,,212.06
3599,2022-11-21,,-10.0
2516,2022-12-26,,-10.0
9103,2022-09-11,503,-10.0
7076,2022-05-08,695,-10.0
7830,2022-06-25,,405.19
6735,2022-06-03,,-10.0
8994,2022-10-05,,42.17
3198,2022-10-08,,-10.0
5823,2022-03-05,666,-10.0
6833,2022-07-16,,-10.0
8318,2022-05-24,503,-10.0
6446,2022-12-26,,286.41
4759,2022-02-09,163,-10.0
6220,2022-10-04,,209.74
1586,2022-09-20,495,-10.0
7979,2022-03-18,738,-10.0
8937,2022-02-08,30,-10.0
5310,2022-01-22,,57.81
9516,2022-11-20,,280.28
2918,2022-04-24,,158.44
6546,2022-11-30,368,-10.0
2473,2022-09-16,,-10.0
5840,2022-09-13,567,-10.0
1182,2022-12-12,370,-10.0
6779,2022-02-16,601,-10.0
4822,2022-08-14,,-10.0
8251,2022-07-28,658,-10.0
3598,2022-03-03,,-10.0
9211,2022-06-21,,300.35
9859,2022-11-09,,-10.0
2526,2022-03-11,,183.94
2087,2022-04-04,412,-10.0
7002,2022-06-01,,-10.0
9734,2022-10-21,,60.48
2603,2022-05-01,,51.5
9646,2022-07-13,,198.01
4513,2022-03-01,,362.29
2608,2022-07-20,,-10.0
1351,2022-05-26,,401.56
6521,2022-07-06,607,-10.0
6850,2022-10-18,,235.28
1795,2022-08-31,901,-10.0
6313,2022-08-04,,409.86
9543,2022-12-08,,25.63
5747,2022-11-26,561,-10.0
7961,2022-11-23,,385.0
2335,2022-02-10,,56.18
9021,2022-11-15,272,-10.0
4398,2022-06-05,,-10.0
6984,2022-04-06,14,-10.0
8816,2022-04-23,,-10.0
9682,2022-02-17,,482.3
2410,2022-01-18,,356.24
6920,2022-11-29,138,-10.0
7360,2022-06-10,981,-10.0
5691,2022-05-02,,339.71
6186,2022-08-11,,-10.0
5320,2022-03-18,660,-10.0
3935,2022-04-15,881,-10.0
7871,2022-04-18,,-10.0
4900,2022-06-17,,-10.0
6248,2022-04-24,142,-10.0
3180,2022-05-01,,-10.0
2093,2022-09-16,478,-10.0
2163,2022-08-15,900,-10.0
3422,2022-02-26,,-10.0
9687,2022-05-02,841,-10.0
1321,2022-07-06,141,-10.0
3280,2022-10-17,,485.72
9471,2022-11-10,580,-10.0
6843,2022-12-20,,277.05
6224,2022-07-01,,147.95
4123,2022-10-29,,80.89
7743,2022-12-04,339,-10.0
8612,2022-05-25,189,-10.0
2998,2022-07-16,,-10.0
7669,2022-08-20,,-10.0
9785,2022-06-12,,281.24
9659,2022-01-19,223,-10.0
1399,2022-01-20,,287.95
6391,2022-05-17,,-10.0
6841,2022-01-15,861,-10.0
9116,2022-07-04,,180.16
9183,2022-07-01,674,-10.0
6417,2022-03-17,117,-10.0
9222,2022-01-02,342,-10.0
6292,2022-05-09,24,-10.0
3012,2022-11-01,,84.0
6165,2022-02-11,769,-10.0
7990,2022-02-14,,184.48
2088,2022-07-30,,260.27
5841,2022-12-19,701,-10.0
3952,2022-12-20,,357.4
9838,2022-11-21,,-10.0
3792,2022-11-20,,-10.0
1090,2022-08-19,,-10.0
1260,2022-03-23,,149.15
7265,2022-01-12,,-10.0
3288,2022-06-25,634,-10.0
2732,2022-03-15,,-10.0
6559,2022-05-28,,-10.0
8597,2022-07-17,404,-10.0
6176,2022-02-23,,144.93
9535,2022-12-15,593,-10.0
4948,2022-08-06,,457.97
6795,2022-06-13,864,-10.0
7021,2022-01-08,,-10.0
7225,2022-08-31,,-10.0
5730,2022-07-07,197,-10.0
9089,2022-06-05,,-10.0
3887,2022-01-02,,-10.0
9199,2022-09-02,,-10.0
4739,2022-05-25,13,-10.0
1497,2022-05-21,,238.99
6871,2022-02-13,823,-10.0
6577,2022-10-23,,-10.0
5626,2022-11-13,670,-10.0
4011,2022-11-18,,-10.0
7939,2022-08-22,,-10.0
9396,2022-11-09,628,-10.0
2023,2022-04-17,,311.58
8115,2022-10-07,,367.48
3766,2022-08-06,,215.85
8214,2022-07-26,,483.85
7912,2022-06-10,,415.52
9656,2022-10-17,,475.87
6180,2022-12-27,,377.77
2746,2022-03-12,,250.52
4155,2022-12-18,,49.13
5946,2022-12-20,,-10.0
2693,2022-12-16,,458.56
4770,2022-01-08,,-10.0
8645,2022-02-21,,-10.0
1161,2022-07-28,212,-10.0
9879,2022-10-17,868,-10.0
8682,2022-12-26,496,-10.0
9001,2022-09-20,,-10.0
4046,2022-09-24,717,-10.0
9896,2022-01-04,,65.44
5211,2022-05-07,,-10.0
5374,2022-05-06,,-10.0
2135,2022-02-26,,-10.0
4390,2022-08-18,,-10.0
5342,2022-12-13,,-10.0
9343,2022-06-10,,294.4
9946,2022-10-15,875,-10.0
5846,2022-08-05,,46.8
8803,2022-10-03,260,-10.0
5566,2022-11-13,869,-10.0
1850,2022-10-27,807,-10.0
9482,2022-06-30,,-10.0
4163,2022-07-23,,28.22
1717,2022-11-20,127,-10.0
3747,2022-08-17,,-10.0
3760,2022-11-01,663,-10.0
1832,2022-06-26,,-10.0
8731,2022-05-31,,477.24
4478,2022-01-31,,-10.0
6262,2022-12-12,,301.76
4064,2022-07-02,619,-10.0
9010,2022-06-29,251,-10.0
7687,2022-11-13,147,-10.0
5615,2022-09-26,,-10.0
1430,2022-08-19,,199.66
9022,2022-06-04,,143.24
4243,2022-07-28,,283.04
9960,2022-09-22,95,-10.0
3640,2022-04-12,466,-10.0
1281,2022-11-25,,498.02
6811,2022-07-08,707,-10.0
9737,2022-09-26,684,-10.0
6957,2022-01-23,,375.37
6748,2022-07-06,,161.21
8313,2022-10-22,737,-10.0
4672,2022-12-24,67,-10.0
8431,2022-07-31,,-10.0
3270,2022-07-17,,395.58
8090,2022-10-18,,-10.0
8058,2022-11-22,,-10.0
2749,2022-05-29,476,-10.0
7492,2022-07-10,,-10.0
7947,2022-09-22,,-10.0
9117,2022-07-28,,60.13
7549,2022-10-13,,-10.0
1261,2022-03-22,,180.08
2281,2022-01-22,,-10.0
6682,2022-10-25,,145.14
2355,2022-04-26,208,-10.0
5585,2022-04-20,,-10.0
5170,2022-06-30,,-10.0
7852,2022-04-02,,478.46
2643,2022-12-13,552,-10.0
6212,2022-04-21,,81.16
6374,2022-10-05,,-10.0
6268,2022-05-02,,253.11
1234,2022-03-26,943,-10.0
6498,2022-05-19,,64.76
1629,2022-04-04,522,-10.0
4030,2022-09-12,926,-10.0
3374,2022-11-20,,212.33
5062,2022-03-04,142,-10.0
2585,2022-05-26,,165.63
4518,2022-07-02,,398.74
4784,2022-02-15,,90.84
6258,2022-10-05,,-10.0
1762,2022-09-28,,417.75
1843,2022-05-09,,-10.0
6252,2022-02-10,663,-10.0
2264,2022-12-17,,67.93
3358,2022-03-22,126,-10.0
8208,2022-05-24,,-10.0
7231,2022-11-30,,400.55
8687,2022-04-13,,-10.0
2508,2022-08-18,,386.97
1204,2022-05-19,,246.74
8407,2022-04-29,,-10.0
8827,2022-10-04,,-10.0
7725,2022-04-24,,-10.0
8895,2022-09-18,,45.25
8953,2022-06-01,,-10.0
3736,2022-08-11,,266.66
7583,2022-05-02,,65.46
8138,2022-03-06,,357.83
8639,2022-12-26,,35.71
2671,2022-10-10,,217.75
5126,2022-06-26,,364.06
5926,2022-05-15,,383.51
8958,2022-12-29,,-10.0
8589,2022-05-21,,401.09
4769,2022-12-10,775,-10.0
7358,2022-12-01,,-10.0
4260,2022-06-30,,413.8
2972,2022-06-13,,-10.0
3835,2022-03-13,,-10.0
6855,2022-01-09,,168.71
3018,2022-03-09,,234.62
4671,2022-08-27,733,-10.0
7782,2022-05-09,540,-10.0
7038,2022-02-11,,492.73
9191,2022-07-24,,300.19
5198,2022-12-29,,-10.0
4274,2022-11-12,,456.68
5711,2022-09-15,,-10.0
6335,2022-09-03,,119.4
7841,2022-05-03,,-10.0
1840,2022-04-14,,-10.0
9240,2022-01-30,,-10.0
2553,2022-06-25,316,-10.0
8993,2022-11-24,112,-10.0
4053,2022-02-21,,415.23
7614,2022-06-15,,44.74
3714,2022-05-15,,353.99
3888,2022-06-27,,202.04
3489,2022-10-18,,339.93
2112,2022-11-11,627,-10.0
7132,2022-02-06,,-10.0
3919,2022-05-19,511,-10.0
7873,2022-03-20,,-10.0
5878,2022-09-14,292,-10.0
1238,2022-03-19,,-10.0
8649,2022-11-10,171,-10.0
7659,2022-06-29,958,-10.0
1216,2022-11-16,,-10.0
4580,2022-04-14,,-10.0
9272,2022-06-09,797,-10.0
4150,2022-03-22,,-10.0
3626,2022-02-14,338,-10.0
8160,2022-11-05,,141.59
9366,2022-06-17,665,-10.0
9632,2022-03-14,,-10.0
6837,2022-04-17,,423.55
6389,2022-08-16,403,-10.0
1048,2022-06-23,,-10.0
3555,2022-11-13,832,-10.0
4485,2022-03-08,,-10.0
6317,2022-06-27,,-10.0
7799,2022-02-14,,-10.0
5618,2022-12-01,,-10.0
5718,2022-09-22,,-10.0
3335,2022-03-15,43,-10.0
7456,2022-06-27,,320.74
9975,2022-02-03,,-10.0
1156,2022-07-17,,-10.0
4818,2022-05-22,153,-10.0
8526,2022-11-12,,-10.0
2446,2022-12-08,,-10.0
5960,2022-02-06,,338.21
3269,2022-07-30,,-10.0
4237,2022-08-12,199,-10.0
5778,2022-06-06,729,-10.0
9703,2022-01-10,,311.92
4512,2022-02-22,931,-10.0
6623,2022-01-15,,-10.0
2974,2022-06-07,69,-10.0
8287,2022-02-28,525,-10.0
8070,2022-09-13,,100.8
1424,2022-07-02,440,-10.0
1165,2022-07-13,,-10.0
9138,2022-03-22,,-10.0
3031,2022-08-09,,119.31
8908,2022-12-07,,-10.0
4609,2022-03-26,279,-10.0
8008,2022-08-11,232,-10.0
3474,2022-09-03,,289.54
7980,2022-01-08,448,-10.0
3561,2022-09-09,,-10.0
1098,2022-04-29,809,-10.0
3291,2022-11-03,,-10.0
6551,2022-10-28,31,-10.0
7147,2022-10-17,237,-10.0
5662,2022-01-03,,-10.0
5525,2022-11-21,,-10.0
1614,2022-08-12,579,-10.0
7196,2022-02-25,,-10.0
3538,2022-03-23,,306.14
6952,2022-03-12,,328.96
3476,2022-03-18,462,-10.0
7742,2022-06-19,,439.55
7145,2022-02-13,297,-10.0
3259,2022-05-22,,-10.0
7143,2022-05-09,,-10.0
3537,2022-08-23,,-10.0
3821,2022-11-28,,463.19
5359,2022-06-19,401,-10.0
3896,2022-04-18,,-10.0
5362,2022-11-25,551,-10.0
7973,2022-11-02,843,-10.0
3771,2022-04-09,,-10.0
3735,2022-12-15,,-10.0
2276,2022-09-11,970,-10.0
7827,2022-01-25,370,-10.0
2021,2022-04-08,336,-10.0
1798,2022-04-30,,-10.0
3048,2022-02-21,,-10.0
7422,2022-01-10,,-10.0
7085,2022-06-23,,443.32
8720,2022-01-03,,-10.0
6710,2022-04-22,,376.23
8373,2022-09-17,504,-10.0
5380,2022-10-24,,387.99
4293,2022-09-10,,-10.0
8165,2022-05-31,491,-10.0
5105,2022-02-09,,79.56
1127,2022-07-18,42,-10.0
5991,2022-03-05,,222.3
6351,2022-01-17,516,-10.0
8112,2022-05-04,225,-10.0
4710,2022-03-23,931,-10.0
8996,2022-05-21,266,-10.0
5477,2022-08-22,798,-10.0
8194,2022-01-03,,417.93
7162,2022-04-03,,-10.0
5911,2022-08-09,,-10.0
4762,2022-06-10,,262.07
8079,2022-11-29,,-10.0
2104,2022-11-26,,-10.0
9698,2022-09-09,420,-10.0
8983,2022-09-27,828,-10.0
2180,2022-04-23,,-10.0
6718,2022-05-12,855,-10.0
8320,2022-09-20,,-10.0
4013,2022-12-24,706,-10.0
1444,2022-09-05,,-10.0
6667,2022-06-23,,-10.0
9110,2022-01-19,,-10.0
1435,2022-08-09,,-10.0
6838,2022-01-18,643,-10.0
1721,2022-06-18,,319.46
5192,2022-11-05,,-10.0
8606,2022-06-01,275,-10.0
5976,2022-03-14,,65.54
2454,2022-06-05,,-10.0
5419,2022-07-02,,-10.0
2362,2022-02-09,,-10.0
5758,2022-10-11,274,-10.0
9028,2022-08-23,,126.85
8754,2022-09-25,789,-10.0
2255,2022-12-04,,-10.0
4104,2022-02-01,701,-10.0
1970,2022-11-22,,-10.0
4323,2022-11-25,,-10.0
8134,2022-02-27,120,-10.0
9030,2022-11-06,730,-10.0
7139,2022-07-19,152,-10.0
1577,2022-11-07,,56.91
6411,2022-02-26,,-10.0
8291,2022-10-07,783,-10.0
1149,2022-07-03,244,-10.0
9763,2022-05-12,235,-10.0
5531,2022-06-20,,-10.0
1262,2022-12-19,,25.77
3354,2022-02-24,,-10.0
3108,2022-09-20,,354.77
3784,2022-11-03,,49.45
1651,2022-03-29,,-10.0
4375,2022-10-12,,-10.0
9348,2022-06-01,456,-10.0
2704,2022-12-06,685,-10.0
5764,2022-07-17,,-10.0
6479,2022-01-07,,65.61
9495,2022-05-11,510,-10.0
8976,2022-06-10,,-10.0
8074,2022-10-25,239,-10.0
6388,2022-06-07,,-10.0
3758,2022-08-29,,174.94
4850,2022-12-15,,204.1
3780,2022-08-05,,-10.0
1456,2022-06-02,559,-10.0
4905,2022-08-26,105,-10.0
3649,2022-05-06,,-10.0
2724,2022-05-04,,-10.0
4325,2022-07-26,,-10.0
7238,2022-01-19,,87.92
5406,2022-05-21,,240.05
3725,2022-12-07,,-10.0
3977,2022-11-11,,105.89
3560,2022-02-05,,382.06
4869,2022-07-27,,423.6
1624,2022-06-07,,-10.0
4832,2022-10-28,770,-10.0
2714,2022-10-19,,-10.0
9457,2022-08-27,,-10.0
3543,2022-04-22,269,-10.0
7232,2022-12-21,770,-10.0
8239,2022-06-29,,-10.0
4978,2022-12-27,,-10.0
1926,2022-05-01,,97.87
7260,2022-04-03,,-10.0
4922,2022-01-15,,-10.0
5469,2022-02-16,,-10.0
8152,2022-09-01,,304.4
4420,2022-06-13,165,-10.0
2404,2022-05-07,,266.44
4937,2022-11-15,,360.36
8774,2022-02-08,215,-10.0
5964,2022-05-07,,-10.0
8578,2022-01-23,,24.92
4877,2022-04-30,263,-10.0
1992,2022-07-16,466,-10.0
2246,2022-05-29,,493.6
4788,2022-12-11,,288.01
1706,2022-07-23,,238.12
7399,2022-10-27,114,-10.0
1095,2022-11-15,,483.87
7305,2022-08-09,469,-10.0
9220,2022-01-20,459,-10.0
6862,2022-01-08,,386.92
3076,2022-06-30,385,-10.0
4459,2022-07-01,421,-10.0
7994,2022-03-03,,216.42
4564,2022-11-23,,-10.0
7293,2022-02-06,,-10.0
4742,2022-09-16,837,-10.0
9403,2022-01-01,,132.15
4715,2022-06-22,,-10.0
5010,2022-10-19,,119.69
9056,2022-04-27,5,-10.0
5777,2022-12-31,,163.8
2903,2022-08-23,,-10.0
9881,2022-11-30,,-10.0
9906,2022-12-17,,387.04
5709,2022-06-11,,254.93
7077,2022-03-07,,224.71
5554,2022-08-15,,-10.0
3437,2022-12-03,843,-10.0
2203,2022-11-05,,273.36
6320,2022-01-15,651,-10.0
4956,2022-07-15,541,-10.0
8802,2022-08-29,790,-10.0
9870,2022-10-06,,-10.0
5078,2022-10-20,141,-10.0
4778,2022-06-02,,353.97
3642,2022-11-06,,149.1
5018,2022-04-08,,356.59
7965,2022-03-06,,-10.0
1630,2022-11-25,,-10.0
2597,2022-12-24,,79.8
7816,2022-10-30,827,-10.0
6312,2022-04-05,,-10.0
8590,2022-09-06,,-10.0
4855,2022-06-15,,-10.0
2407,2022-03-13,,-10.0
7595,2022-02-17,94,-10.0
1927,2022-08-26,425,-10.0
1672,2022-12-23,231,-10.0
8209,2022-02-24,,-10.0
2249,2022-05-22,67,-10.0
4056,2022-10-02,,390.46
7321,2022-11-10,,23.99
9332,2022-08-30,,-10.0
1480,2022-11-17,,-10.0
3433,2022-01-31,,249.92
4704,2022-10-08,,191.71
6998,2022-08-19,,-10.0
6818,2022-02-20,,368.64
3941,2022-10-09,,-10.0
4901,2022-02-08,,228.31
9389,2022-05-06,950,-10.0
9043,2022-05-14,,161.82
1891,2022-05-08,,-10.0
9045,2022-07-01,757,-10.0
4962,2022-07-25,,-10.0
3628,2022-11-13,48,-10.0
3664,2022-02-16,286,-10.0
2715,2022-08-21,,435.56
6596,2022-09-07,,-10.0
7976,2022-07-29,,-10.0
1771,2022-11-26,,277.45
4601,2022-03-07,667,-10.0
8939,2022-01-12,160,-10.0
6956,2022-01-22,,23.85
6907,2022-08-28,,199.77
3569,2022-03-12,,-10.0
6765,2022-01-27,,-10.0
1406,2022-06-16,,-10.0
2432,2022-08-14,,80.6
1652,2022-12-20,,-10.0
1591,2022-09-21,,57.1
5854,2022-11-01,711,-10.0
3875,2022-10-24,371,-10.0
3503,2022-08-13,,369.93
5178,2022-04-27,,243.25
3066,2022-04-16,820,-10.0
5982,2022-06-15,695,-10.0
5920,2022-02-07,,-10.0
3630,2022-03-08,,-10.0
2616,2022-12-11,,64.39
5606,2022-01-31,,-10.0
2617,2022-05-04,,438.36
2991,2022-12-14,877,-10.0
2658,2022-11-12,,-10.0
6764,2022-01-24,959,-10.0
8775,2022-10-08,,-10.0
2717,2022-08-30,,-10.0
6566,2022-11-16,,192.03
1374,2022-04-24,113,-10.0
4563,2022-06-17,848,-10.0
5868,2022-03-07,320,-10.0
8036,2022-01-27,568,-10.0
6495,2022-03-18,,-10.0
9051,2022-07-30,,-10.0
6244,2022-04-22,,-10.0
7870,2022-07-25,,-10.0
2456,2022-09-21,63,-10.0
3487,2022-04-04,241,-10.0
1595,2022-05-05,,-10.0
4515,2022-04-27,,-10.0
4519,2022-09-04,815,-10.0
3101,2022-09-23,,-10.0
7629,2022-08-11,,-10.0
9321,2022-08-03,,404.39
1388,2022-11-28,975,-10.0
1117,2022-06-11,,-10.0
7173,2022-01-23,204,-10.0
5771,2022-08-18,,257.77
6370,2022-12-06,439,-10.0
5057,2022-04-20,,-10.0
2496,2022-12-16,,486.83
5067,2022-02-25,,-10.0
8746,2022-02-10,831,-10.0
8571,2022-11-13,,53.35
8017,2022-12-07,233,-10.0
4547,2022-02-16,,408.56
3311,2022-03-14,,-10.0
8849,2022-11-28,,-10.0
5354,2022-03-01,,-10.0
5041,2022-09-13,927,-10.0
3657,2022-06-30,,46.62
7728,2022-03-02,,177.69
9538,2022-09-15,262,-10.0
7974,2022-12-26,133,-10.0
6151,2022-10-29,,-10.0
4964,2022-07-08,,-10.0
7327,2022-04-14,,87.45
3411,2022-10-08,,-10.0
7754,2022-10-21,,217.72
8969,2022-07-01,,-10.0
